idJobItem,itemID,itemName,itemDescription,itemCode,itemWeight,itemUnit,deleted,itemWeight_loaded
1485392,1896,Waste Bag Pick Up After Allowance (BagPickUpAfterAllowanceNEW),Waste Bag Pick Up After Allowance,BagPickUpAfterAllowanceNEW,1.0,Number,0,1.000
1498957,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,1.000
1490467,1875,Waste Bag Set up Additional (WasteBagSetupAdditionalNEW),Waste Bag Set up Additional,WasteBagSetupAdditionalNEW,1.0,Number,0,1.000
1538371,1804,Timber removal per kilo (TimberremovalperkiloNEW),Timber removal per kilo,TimberremovalperkiloNEW,1.0,Number,0,0.000
1538376,1798,Steel removal per kilo (SteelremovalperkiloNEW),Steel removal per kilo,SteelremovalperkiloNEW,1.0,Number,0,0.000
1538381,1801,Tidy Site (TidySiteNEW),Tidy Site,TidySiteNEW,1.0,Number,0,1.000
1477442,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,1.000
1547046,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,1.000
1536421,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,1.000
1555146,1801,Tidy Site (TidySiteNEW),Tidy Site,TidySiteNEW,1.0,Number,0,1.000
1508747,1768,Final Stage (Final Stage NEW),Final Stage,Final Stage NEW,1.0,Number,0,1.000
1508752,1899,Final Handover - Bobcat Work 1 hr (FinalHandover-BobcatWorkNEW),Final Handover - Bobcat Work 1 hr,FinalHandover-BobcatWorkNEW,1.0,Number,0,1.000
1508757,1920,Final Handover - Labour Work 1 hr (FinalHandover-LabourWorkNEW),Final Handover - Labour Work 1 hr,FinalHandover-LabourWorkNEW,1.0,Number,0,1.000
1499917,1813,Waste Bag Pick up (WasteBagPickup NEW),Waste Bag Pick up,WasteBagPickup NEW,1.0,Number,0,
1508807,1768,Final Stage (Final Stage NEW),Final Stage,Final Stage NEW,1.0,Number,0,1.000
1508812,1899,Final Handover - Bobcat Work 1 hr (FinalHandover-BobcatWorkNEW),Final Handover - Bobcat Work 1 hr,FinalHandover-BobcatWorkNEW,1.0,Number,0,1.000
1508817,1920,Final Handover - Labour Work 1 hr (FinalHandover-LabourWorkNEW),Final Handover - Labour Work 1 hr,FinalHandover-LabourWorkNEW,1.0,Number,0,1.000
1533276,1845,1st Waste Bag Set up (1stWasteBagtSetupNEW),1st Waste Bag Set up,1stWasteBagtSetupNEW,1.0,Number,0,1.000
1518257,1765,Supply and Spread Driveway (Driveway NEW),Supply and Spread Driveway,Driveway NEW,1.0,Number,0,1.000
1548576,3453,Labour Hire x 1 per hour no charge (Labourhirex1perhourNoChargeNEW),Labour Hire x 1 per hour no charge,Labourhirex1perhourNoChargeNEW,1.0,Number,0,1.000
1487827,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,
1487832,1813,Waste Bag Pick up (WasteBagPickup NEW),Waste Bag Pick up,WasteBagPickup NEW,1.0,Number,0,
1477027,1741,Brick/Tile/Concrete Bag Pick up 1m3 (B/T/CBagPickup1m3NEW),Brick/Tile/Concrete Bag Pick up 1m3,B/T/CBagPickup1m3NEW,1.0,Number,0,
1502572,1801,Tidy Site (TidySiteNEW),Tidy Site,TidySiteNEW,1.0,Number,0,1.000
1486907,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,1.000
1551961,1774,Gyprock Stage (Gyprock Stage NEW),Gyprock Stage,Gyprock Stage NEW,1.0,Number,0,1.000
1484652,2496,RECYCLED - 20mm AGGREGATE (124599),RECYCLED - 20mm AGGREGATE,124599,13.0,Number,0,13.000
1484657,661,Delivery Fee (Delivery Fee),Delivery Fee,Delivery Fee,1.0,Number,0,1.000
1509622,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,1.000
1466672,1759,Brick/Cladding Stage (Brick/Cladding Stage NEW),Brick/Cladding Stage,Brick/Cladding Stage NEW,1.0,Number,0,1.000
1466677,1750,Brick/Tile/Concrete loose removal per tonne (B/T/ClooseremovalpertonneNEW),Brick/Tile/Concrete loose removal per tonne,B/T/ClooseremovalpertonneNEW,1.0,Number,0,4.000
1476382,1744,Brick/Tile/Concrete Bag Set Up 1m3 (B/T/CBagtSetUp1m3NEW),Brick/Tile/Concrete Bag Set Up 1m3,B/T/CBagtSetUp1m3NEW,2.0,Number,0,3.000
1567766,361,Bobcat and Truck Hire - per Hour (Bobcat and Truck Hire),Bobcat and Truck Hire - per Hour,Bobcat and Truck Hire,1.0,Number,0,1.000
1567771,1617,Extra - Labour HIre - 1 Labourer per hour (Extra - Labour HIre x 1 - Syd),Extra - Labour HIre - 1 Labourer per hour,Extra - Labour HIre x 1 - Syd,2.0,Number,0,1.000
1485187,3247,30m3 Bin Pick Up (30m3 Bin Pick Up),30m3 Bin Pick Up,30m3 Bin Pick Up,1.0,m3,0,1.000
1485192,1813,Waste Bag Pick up (WasteBagPickup NEW),Waste Bag Pick up,WasteBagPickup NEW,19.0,Number,0,20.000
1498507,1908,Scaffold Down - Bobcat Work 1.5hrs (ScaffoldDown-BobcatWorkNEW),Scaffold Down - Bobcat Work 1.5hrs,ScaffoldDown-BobcatWorkNEW,1.5,Number,0,1.500
1498512,1923,Scaffold Down - Labour Work 1.5hrs (ScaffoldDown-LabourWorkNEW),Scaffold Down - Labour Work 1.5hrs,ScaffoldDown-LabourWorkNEW,1.5,Number,0,1.500
1494532,1774,Gyprock Stage (Gyprock Stage NEW),Gyprock Stage,Gyprock Stage NEW,1.0,Number,0,1.000
1482797,1795,Slab Stage (Slab Stage New),Slab Stage,Slab Stage New,1.0,Number,0,
1518157,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,1.000
1518162,1804,Timber removal per kilo (Timberremovalperkilo,Timber removal per kilo,TimberremovalperkiloNEW,1.0,Number,0,0.000
1518167,1810,Unbranded Pallet removal per pallet (Unbrande,Unbranded Pallet removal per pallet,UnbrandedPalletperpalletNEW,1.0,Number,0,3.000
1518172,1798,Steel removal per kilo (SteelremovalperkiloNE,Steel removal per kilo,SteelremovalperkiloNEW,1.0,Number,0,0.000
1518177,1801,Tidy Site (TidySiteNEW),Tidy Site,TidySiteNEW,1.0,Number,0,1.000
1548906,1875,Waste Bag Set up Additional (WasteBagSetupAdditionalNEW),Waste Bag Set up Additional,WasteBagSetupAdditionalNEW,1.0,Number,0,1.000
1529861,1777,Labour Hire x 1 per hour charge (Labourhirex1perhourchargeNEW),Labour Hire x 1 per hour charge,Labourhirex1perhourchargeNEW,1.0,Number,0,1.500
1561631,1813,Waste Bag Pick up (WasteBagPickup NEW),Waste Bag Pick up,WasteBagPickup NEW,1.0,Number,0,0.000
1517432,1759,Brick/Cladding Stage (Brick/Cladding Stage NE,Brick/Cladding Stage,Brick/Cladding Stage NEW,1.0,Number,0,1.000
1517437,1750,Brick/Tile/Concrete loose removal per tonne (,Brick/Tile/Concrete loose removal per tonne,B/T/ClooseremovalpertonneNEW,1.0,Number,0,5.000
1499267,1804,Timber removal per kilo (Timberremovalperkilo,Timber removal per kilo,TimberremovalperkiloNEW,1.0,Number,0,0.000
1499272,1798,Steel removal per kilo (SteelremovalperkiloNE,Steel removal per kilo,SteelremovalperkiloNEW,1.0,Number,0,0.000
1499277,1801,Tidy Site (TidySiteNEW),Tidy Site,TidySiteNEW,1.0,Number,0,1.000
1539451,1860,Pallet removal per pallet (PalletperpalletNEW,Pallet removal per pallet,PalletperpalletNEW,1.0,Number,0,7.000
1586166,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,1.000
1586171,1813,Waste Bag Pick up (WasteBagPickup NEW),Waste Bag Pick up,WasteBagPickup NEW,1.0,Number,0,1.000
1513627,1768,Final Stage (Final Stage NEW),Final Stage,Final Stage NEW,1.0,Number,0,1.000
1519882,1813,Waste Bag Pick up (WasteBagPickup NEW),Waste Bag Pick up,WasteBagPickup NEW,1.0,Number,0,1.000
1478207,1804,Timber removal per kilo (Timberremovalperkilo,Timber removal per kilo,TimberremovalperkiloNEW,1.0,Number,0,20.000
1478212,1810,Unbranded Pallet removal per pallet (Unbrande,Unbranded Pallet removal per pallet,UnbrandedPalletperpalletNEW,1.0,Number,0,0.000
1478217,1798,Steel removal per kilo (SteelremovalperkiloNE,Steel removal per kilo,SteelremovalperkiloNEW,1.0,Number,0,15.000
1478222,1801,Tidy Site (TidySiteNEW),Tidy Site,TidySiteNEW,1.0,Number,0,1.000
1571426,1902,Framing Stage (Framing Stage NEW),Framing Stage,Framing Stage NEW,1.0,Number,0,1.000
1571431,3361,Pre-Scaffold Stage (Pre-Scaffold Stage New),Pre-Scaffold Stage,Pre-Scaffold Stage New,1.0,Number,0,1.000
1479542,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,1.000
1479547,1804,Timber removal per kilo (Timberremovalperkilo,Timber removal per kilo,TimberremovalperkiloNEW,1.0,Number,0,50.000
1479552,1798,Steel removal per kilo (SteelremovalperkiloNE,Steel removal per kilo,SteelremovalperkiloNEW,1.0,Number,0,1.000
1479557,1801,Tidy Site (TidySiteNEW),Tidy Site,TidySiteNEW,1.0,Number,0,1.000
1505692,1710,Gyprock Bag 3m3 (124949),Gyprock Bag 3m3,124949,1.0,Number,0,0.000
1505697,232,Star Post 1650mm (5 foot x6 inch) (Star Posts - 124072),Star Post 1650mm (5 foot x6 inch),Star Posts - 124072,1.0,Number,0,0.000
1505702,2112,3m3 WASTE BAG (Pallet 100 ITM OR 120 SMART PACK) (124980),3m3 WASTE BAG (Pallet 100 ITM OR 120 SMART PACK),124980,2.0,Number,0,0.000
1505707,1709,Brick & Tile Bag 1 Tonne (125076),Brick & Tile Bag 1 Tonne,125076,2.0,Number,0,0.000
1505712,2937,STAR POST PROTECTION CAPS (BOX 100) (124722),STAR POST PROTECTION CAPS (BOX 100),124722,1.0,Number,0,0.000
1477377,1741,Brick/Tile/Concrete Bag Pick up 1m3 (B/T/CBagPickup1m3NEW),Brick/Tile/Concrete Bag Pick up 1m3,B/T/CBagPickup1m3NEW,2.0,Number,0,
1516612,1804,Timber removal per kilo (TimberremovalperkiloNEW),Timber removal per kilo,TimberremovalperkiloNEW,1.0,Number,0,
1516617,1798,Steel removal per kilo (SteelremovalperkiloNEW),Steel removal per kilo,SteelremovalperkiloNEW,1.0,Number,0,
1516622,1801,Tidy Site (TidySiteNEW),Tidy Site,TidySiteNEW,1.0,Number,0,
1473147,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,1.000
1555666,2756,20.48 H BLOCK 190mm x 190mm x 390mm (124448),20.48 H BLOCK 190mm x 190mm x 390mm,124448,196.0,Number,0,196.000
1555671,2762,20.93 HALF END BLOCK 190mm x 190mm x 190mm (124450),20.93 HALF END BLOCK 190mm x 190mm x 190mm,124450,14.0,Number,0,14.000
1555676,2765,20.96 CLEAN OUT BLOCK 190mm x 190mm x 390mm (124451),20.96 CLEAN OUT BLOCK 190mm x 190mm x 390mm,124451,40.0,Number,0,40.000
1555681,2759,20.49 FULL STOP END & CORNER BLOCK 190mm x 190mm x (124449),20.49 FULL STOP END & CORNER BLOCK 190mm x 190mm x,124449,2.0,Number,0,2.000
1555686,1878,CEMENT - OFF WHITE BLUE CIRCLE 20Kg BAG (126047),CEMENT - OFF WHITE BLUE CIRCLE 20Kg BAG,126047,9.0,Number,0,9.000
1555691,2867,SAND - WHITE BRICKLAYERS IN A BULKA BAG (124471),SAND - WHITE BRICKLAYERS IN A BULKA BAG,124471,1.0,Number,0,1.000
1555696,661,Delivery Fee (Delivery Fee),Delivery Fee,Delivery Fee,1.0,Misc,0,
1590441,1807,Truck Hire per hour charge (TruckHireperhourchargeNEW),Truck Hire per hour charge,TruckHireperhourchargeNEW,1.0,Number,0,1.000
1523132,1744,Brick/Tile/Concrete Bag Set Up 1m3 (B/T/CBagtSetUp1m3NEW),Brick/Tile/Concrete Bag Set Up 1m3,B/T/CBagtSetUp1m3NEW,2.0,Number,0,2.000
1467262,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,1.000
1534326,2412,METAL - 20mm NON SPEC BLUE LOOSE (124510),METAL - 20mm NON SPEC BLUE LOOSE,124510,13.0,Number,0,12.800
1565081,1804,Timber removal per kilo (Timberremovalperkilo,Timber removal per kilo,TimberremovalperkiloNEW,1.0,Number,0,40.000
1565086,1798,Steel removal per kilo (SteelremovalperkiloNE,Steel removal per kilo,SteelremovalperkiloNEW,1.0,Number,0,60.000
1565091,1801,Tidy Site (TidySiteNEW),Tidy Site,TidySiteNEW,1.0,Number,0,1.000
1567566,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,1.000
1567571,1813,Waste Bag Pick up (WasteBagPickup NEW),Waste Bag Pick up,WasteBagPickup NEW,1.0,Number,0,1.000
1487782,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,
1487787,1813,Waste Bag Pick up (WasteBagPickup NEW),Waste Bag Pick up,WasteBagPickup NEW,1.0,Number,0,
1479907,1744,Brick/Tile/Concrete Bag Set Up 1m3 (B/T/CBagt,Brick/Tile/Concrete Bag Set Up 1m3,B/T/CBagtSetUp1m3NEW,1.0,Number,0,1.000
1489332,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,1.000
1531876,1845,1st Waste Bag Set up (1stWasteBagtSetupNEW),1st Waste Bag Set up,1stWasteBagtSetupNEW,1.0,Number,0,1.000
1580161,1813,Waste Bag Pick up (WasteBagPickup NEW),Waste Bag Pick up,WasteBagPickup NEW,1.0,Number,0,1.000
1539896,1741,Brick/Tile/Concrete Bag Pick up 1m3 (B/T/CBagPickup1m3NEW),Brick/Tile/Concrete Bag Pick up 1m3,B/T/CBagPickup1m3NEW,2.0,Number,0,2.000
1472582,1768,Final Stage (Final Stage NEW),Final Stage,Final Stage NEW,1.0,Number,0,1.000
1472587,1899,Final Handover - Bobcat Work 1 hr (FinalHandover-BobcatWorkNEW),Final Handover - Bobcat Work 1 hr,FinalHandover-BobcatWorkNEW,1.0,Number,0,1.000
1472592,1920,Final Handover - Labour Work 1 hr (FinalHandover-LabourWorkNEW),Final Handover - Labour Work 1 hr,FinalHandover-LabourWorkNEW,1.0,Number,0,1.000
1589566,1875,Waste Bag Set up Additional (WasteBagSetupAdditionalNEW),Waste Bag Set up Additional,WasteBagSetupAdditionalNEW,1.0,Number,0,1.000
1509677,1896,Waste Bag Pick Up After Allowance (WasteBagPickUpAfterAllowancNEW),Waste Bag Pick Up After Allowance,WasteBagPickUpAfterAllowancNEW,1.0,Number,0,1.000
1578906,1759,Brick/Cladding Stage (Brick/Cladding Stage NE,Brick/Cladding Stage,Brick/Cladding Stage NEW,1.0,Number,0,1.000
1578911,1804,Timber removal per kilo (Timberremovalperkilo,Timber removal per kilo,TimberremovalperkiloNEW,1.0,Number,0,0.000
1578916,1810,Unbranded Pallet removal per pallet (Unbrande,Unbranded Pallet removal per pallet,UnbrandedPalletperpalletNEW,1.0,Number,0,0.000
1578921,1798,Steel removal per kilo (SteelremovalperkiloNE,Steel removal per kilo,SteelremovalperkiloNEW,1.0,Number,0,60.000
1578926,1801,Tidy Site (TidySiteNEW),Tidy Site,TidySiteNEW,1.0,Number,0,1.000
1478097,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,0.000
1478102,1804,Timber removal per kilo (Timberremovalperkilo,Timber removal per kilo,TimberremovalperkiloNEW,1.0,Number,0,0.000
1478107,1810,Unbranded Pallet removal per pallet (Unbrande,Unbranded Pallet removal per pallet,UnbrandedPalletperpalletNEW,1.0,Number,0,0.000
1478112,1798,Steel removal per kilo (SteelremovalperkiloNE,Steel removal per kilo,SteelremovalperkiloNEW,1.0,Number,0,0.000
1478117,1801,Tidy Site (TidySiteNEW),Tidy Site,TidySiteNEW,1.0,Number,0,1.000
1589306,1774,Gyprock Stage (Gyprock Stage NEW),Gyprock Stage,Gyprock Stage NEW,1.0,Number,0,1.000
1570496,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,0.000
1570501,1804,Timber removal per kilo (Timberremovalperkilo,Timber removal per kilo,TimberremovalperkiloNEW,1.0,Number,0,0.000
1570506,1810,Unbranded Pallet removal per pallet (Unbrande,Unbranded Pallet removal per pallet,UnbrandedPalletperpalletNEW,1.0,Number,0,0.000
1570511,1798,Steel removal per kilo (SteelremovalperkiloNE,Steel removal per kilo,SteelremovalperkiloNEW,1.0,Number,0,100.000
1570516,1801,Tidy Site (TidySiteNEW),Tidy Site,TidySiteNEW,1.0,Number,0,1.000
1570521,1854,Gyprock Bag Set up (GyprockBagSetupNEW),Gyprock Bag Set up,GyprockBagSetupNEW,1.0,Number,0,0.000
1543776,1768,Final Stage (Final Stage NEW),Final Stage,Final Stage NEW,1.0,Number,0,1.000
1543781,1750,Brick/Tile/Concrete loose removal per tonne (B/T/ClooseremovalpertonneNEW),Brick/Tile/Concrete loose removal per tonne,B/T/ClooseremovalpertonneNEW,1.0,Number,0,2.000
1456418,1801,Tidy Site (TidySiteNEW),Tidy Site,TidySiteNEW,1.0,Number,0,1.000
1456423,1783,Labour Hire x 3 per hour charge (LabourHirex3perhourchargeNEW),Labour Hire x 3 per hour charge,LabourHirex3perhourchargeNEW,1.0,Number,0,2.000
1532686,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,1.000
1494632,1804,Timber removal per kilo (TimberremovalperkiloNEW),Timber removal per kilo,TimberremovalperkiloNEW,1.0,Number,0,150.000
1494637,1801,Tidy Site (TidySiteNEW),Tidy Site,TidySiteNEW,1.0,Number,0,1.000
1519297,2867,SAND - WHITE BRICKLAYERS IN A BULKA BAG (124471),SAND - WHITE BRICKLAYERS IN A BULKA BAG,124471,8.0,Number,0,8.000
1519302,661,Delivery Fee (Delivery Fee),Delivery Fee,Delivery Fee,1.0,Number,0,1.000
1487362,1750,Brick/Tile/Concrete loose removal per tonne (B/T/ClooseremovalpertonneNEW),Brick/Tile/Concrete loose removal per tonne,B/T/ClooseremovalpertonneNEW,1.0,Number,0,
1487367,1801,Tidy Site (TidySiteNEW),Tidy Site,TidySiteNEW,1.0,Number,0,
1478397,1887,Back Blade Site - Brick - No Charge (BackBladeSite-BrickNEW),Back Blade Site - Brick - No Charge,BackBladeSite-BrickNEW,1.0,Number,0,1.000
1535051,1857,Waste Bag Pick up charge (WasteBagPickupCharg,Waste Bag Pick up charge,WasteBagPickupCharge NEW,1.0,Number,0,1.000
1497192,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,1.000
1497197,1813,Waste Bag Pick up (WasteBagPickup NEW),Waste Bag Pick up,WasteBagPickup NEW,1.0,Number,0,1.000
1513287,1759,Brick/Cladding Stage (Brick/Cladding Stage NEW),Brick/Cladding Stage,Brick/Cladding Stage NEW,1.0,Number,0,1.000
1513292,1750,Brick/Tile/Concrete loose removal per tonne (B/T/ClooseremovalpertonneNEW),Brick/Tile/Concrete loose removal per tonne,B/T/ClooseremovalpertonneNEW,1.0,Number,0,4.000
1584846,1813,Waste Bag Pick up (WasteBagPickup NEW),Waste Bag Pick up,WasteBagPickup NEW,1.0,Number,0,1.000
1510787,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,1.000
1565641,430,Extra General Waste Tip Fees (General Waste Tip Fees),Extra General Waste Tip Fees,General Waste Tip Fees,22.44,Tonne,0,22.820
1530291,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,1.000
1476617,1857,Waste Bag Pick up charge (WasteBagPickupCharge NEW),Waste Bag Pick up charge,WasteBagPickupCharge NEW,2.0,Number,0,2.000
1530076,1914,Site Inspection (Site Inspection NEW),Site Inspection,Site Inspection NEW,1.0,Number,0,1.000
1482652,1813,Waste Bag Pick up (WasteBagPickup NEW),Waste Bag Pick up,WasteBagPickup NEW,1.0,Number,0,
1483532,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,1.000
1483537,1813,Waste Bag Pick up (WasteBagPickup NEW),Waste Bag Pick up,WasteBagPickup NEW,1.0,Number,0,1.000
1550436,1813,Waste Bag Pick up (WasteBagPickup NEW),Waste Bag Pick up,WasteBagPickup NEW,1.0,Number,0,1.000
1487512,1753,Bobcat and Truck Hire per hour charge (Bobcat&TruckHireperhourNEW),Bobcat and Truck Hire per hour charge,Bobcat&TruckHireperhourNEW,3.0,Number,0,3.000
1505862,1813,Waste Bag Pick up (WasteBagPickup NEW),Waste Bag Pick up,WasteBagPickup NEW,1.0,Number,0,1.000
1505867,1798,Steel removal per kilo (SteelremovalperkiloNE,Steel removal per kilo,SteelremovalperkiloNEW,1.0,Number,0,100.000
1536006,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,1.000
1536011,1813,Waste Bag Pick up (WasteBagPickup NEW),Waste Bag Pick up,WasteBagPickup NEW,1.0,Number,0,1.000
1495472,1813,Waste Bag Pick up (WasteBagPickup NEW),Waste Bag Pick up,WasteBagPickup NEW,1.0,Number,0,10.000
1542701,648,Steel (Steel),Steel,Steel,1.0,Kilo,0,
1542706,651,Tidy Site (Tidy Site),Tidy Site,Tidy Site,1.0,Number,0,
1542711,1875,Waste Bag Set up Additional (WasteBagSetupAdditionalNEW),Waste Bag Set up Additional,WasteBagSetupAdditionalNEW,1.0,Number,0,
1539176,1801,Tidy Site (TidySiteNEW),Tidy Site,TidySiteNEW,1.0,Number,0,1.000
1553736,1710,Gyprock Bag 3m3 (124949),Gyprock Bag 3m3,124949,0.0,Number,0,0.000
1553741,232,Star Post 1650mm (5 foot x6 inch) (Star Posts - 124072),Star Post 1650mm (5 foot x6 inch),Star Posts - 124072,0.0,Number,0,0.000
1553746,2112,3m3 WASTE BAG (Pallet 100 ITM OR 120 SMART PACK) (124980),3m3 WASTE BAG (Pallet 100 ITM OR 120 SMART PACK),124980,0.0,Number,0,0.000
1553751,1709,Brick & Tile Bag 1 Tonne (125076),Brick & Tile Bag 1 Tonne,125076,0.0,Number,0,0.000
1553756,2937,STAR POST PROTECTION CAPS (BOX 100) (124722),STAR POST PROTECTION CAPS (BOX 100),124722,0.0,Number,0,0.000
1576161,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,1.000
1576166,1813,Waste Bag Pick up (WasteBagPickup NEW),Waste Bag Pick up,WasteBagPickup NEW,1.0,Number,0,1.000
1590701,657,Truck Hire - per hour (Truck Hire),Truck Hire - per hour,Truck Hire,0.5,Number,0,
1562441,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,1.000
1504622,1710,Gyprock Bag 3m3 (124949),Gyprock Bag 3m3,124949,0.0,Number,0,1.000
1504627,232,Star Post 1650mm (5 foot x6 inch) (Star Posts - 124072),Star Post 1650mm (5 foot x6 inch),Star Posts - 124072,0.0,Number,0,0.000
1504632,2112,3m3 WASTE BAG (Pallet 100 ITM OR 120 SMART PACK) (124980),3m3 WASTE BAG (Pallet 100 ITM OR 120 SMART PACK),124980,0.0,Number,0,0.000
1504637,1709,Brick & Tile Bag 1 Tonne (125076),Brick & Tile Bag 1 Tonne,125076,0.0,Number,0,0.000
1504642,2937,STAR POST PROTECTION CAPS (BOX 100) (124722),STAR POST PROTECTION CAPS (BOX 100),124722,0.0,Number,0,0.000
1498687,1857,Waste Bag Pick up charge (WasteBagPickupCharge NEW),Waste Bag Pick up charge,WasteBagPickupCharge NEW,1.0,Number,0,1.000
1581986,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,1.000
1479667,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,
1494712,1845,1st Waste Bag Set up (1stWasteBagtSetupNEW),1st Waste Bag Set up,1stWasteBagtSetupNEW,1.0,Number,0,1.000
1478922,1857,Waste Bag Pick up charge (WasteBagPickupCharge NEW),Waste Bag Pick up charge,WasteBagPickupCharge NEW,1.0,Number,0,1.000
1483742,1848,Gyprock Bag Pick up (GyprockBagPickup NEW),Gyprock Bag Pick up,GyprockBagPickup NEW,3.0,Number,0,
1490577,1851,Gyprock Bag Pick up charge (GyprockBagPickupC,Gyprock Bag Pick up charge,GyprockBagPickupChargeNEW,1.0,Number,0,
1507237,1518,TEST 2 (TEST 2),TEST 2,TEST 2,1.0,Number,0,
1532466,1804,Timber removal per kilo (Timberremovalperkilo,Timber removal per kilo,TimberremovalperkiloNEW,1.0,Number,0,10.000
1532471,1810,Unbranded Pallet removal per pallet (Unbrande,Unbranded Pallet removal per pallet,UnbrandedPalletperpalletNEW,1.0,Number,0,0.000
1532476,1798,Steel removal per kilo (SteelremovalperkiloNE,Steel removal per kilo,SteelremovalperkiloNEW,1.0,Number,0,80.000
1532481,1801,Tidy Site (TidySiteNEW),Tidy Site,TidySiteNEW,1.0,Number,0,1.000
1479002,1917,Steel Pick Up Allowance (Steel Pick Up Allowance NEW),Steel Pick Up Allowance,Steel Pick Up Allowance NEW,1.0,Number,0,1.000
1479007,1798,Steel removal per kilo (SteelremovalperkiloNEW),Steel removal per kilo,SteelremovalperkiloNEW,1.0,Number,0,100.000
1587496,1804,Timber removal per kilo (Timberremovalperkilo,Timber removal per kilo,TimberremovalperkiloNEW,1.0,Number,0,300.000
1587501,1798,Steel removal per kilo (SteelremovalperkiloNE,Steel removal per kilo,SteelremovalperkiloNEW,1.0,Number,0,75.000
1587506,1801,Tidy Site (TidySiteNEW),Tidy Site,TidySiteNEW,1.0,Number,0,1.000
1545186,3373,Assist Bobcat (AssistBobcatNEW),Assist Bobcat,AssistBobcatNEW,1.0,Number,0,
1545191,1804,Timber removal per kilo (TimberremovalperkiloNEW),Timber removal per kilo,TimberremovalperkiloNEW,1.0,Number,0,
1545196,1798,Steel removal per kilo (SteelremovalperkiloNEW),Steel removal per kilo,SteelremovalperkiloNEW,1.0,Number,0,
1537571,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,1.000
1506682,1741,Brick/Tile/Concrete Bag Pick up 1m3 (B/T/CBag,Brick/Tile/Concrete Bag Pick up 1m3,B/T/CBagPickup1m3NEW,2.0,Number,0,
1480287,1744,Brick/Tile/Concrete Bag Set Up 1m3 (B/T/CBagtSetUp1m3NEW),Brick/Tile/Concrete Bag Set Up 1m3,B/T/CBagtSetUp1m3NEW,2.0,Number,0,3.000
1484997,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,1.000
1499667,1816,Waste Bag Set up (WasteBagSetupNEW),Waste Bag Set up,WasteBagSetupNEW,1.0,Number,0,
1499672,1813,Waste Bag Pick up (WasteBagPickup NEW),Waste Bag Pick up,WasteBagPickup NEW,1.0,Number,0,
