project_id,weight_total,weight_unassigned,idCustomer,pickupAddressId,idSupplier,deliveryAddressId,status,project_reference,idClient,delivery_type,deleted
27548,1.010,1.000,186,9264,258,53553,0,0026711,258,9,0
22162,1.319,1.000,186,9264,258,44272,1,0025989,258,9,0
32983,2.474,2.000,429,10105,349,65638,0,606663,349,4,0
25712,0.601,0.601,186,9264,258,50337,1,0026562,258,5,0
23047,2.367,2.367,429,1351,360,46072,1,450132,360,2,0
29112,2.384,1.000,429,1351,550,56152,0,PALASOVS/215,550,2,0
26433,2.368,1.000,430,10485,5,51993,1,14751,5,6,0
28562,2.377,1.000,429,1351,308,55117,1,12908,308,1,0
23388,2.373,1.000,429,10105,1917,46668,1,3B Pomona Street Pennant Hills,1917,9,0
32998,1.682,1.000,186,62407,233,65968,0,20797,233,5,0
28112,2.368,2.000,429,10105,409,54237,0,Lot 10 #10 Donnan Street Bexley,409,4,0
27533,0.595,0.595,186,9264,258,53538,1,0790223,258,5,0
35091,1.658,1.658,186,1653,258,70126,0,0027227,258,42,0
29577,0.894,0.594,186,9264,258,56697,1,0026810,258,9,0
33298,1.648,1.648,182,60627,258,66378,0,0027258,258,47,0
32488,2.474,,1077,20952,360,64683,0,651850,360,3,0
33098,2.476,1.000,429,1351,349,66098,0,404245,349,1,0
28577,1.206,1.000,186,9264,258,55132,1,0025662,258,9,0
24322,0.598,0.597,186,9264,258,47992,1,0025349,258,9,0
32763,2.474,2.000,429,1351,1070,65328,0,951441,1070,1,0
32778,2.474,2.474,429,1351,1070,65348,0,951446,1070,1,0
24893,0.594,0.594,186,9264,258,48638,1,0026158,258,4,0
33922,2.441,1.000,429,1351,343,67817,0,2441,343,1,0
31787,0.607,0.607,186,62407,258,62482,0,0027169,258,9,0
31557,2.374,2.374,429,1351,172,62142,0,Lot 5055 #59 Harbour Boulevarde Shellcove NSW 2529,172,2,0
30119,2.372,2.372,429,1351,346,57429,1,2018072/077,346,2,0
33567,0.011,,349,54697,81,1407,1,404097/220/01,349,0,0
26488,2.340,2.000,429,1351,360,52048,0,450137,360,2,0
29819,2.345,2.000,207,7708,689,57014,0,301059,689,52,0
26448,2.366,2.000,430,10485,372,52008,1,5005574/083,372,6,0
27352,2.384,1.000,207,7708,935,53252,1,B0012/M00002,935,7,0
32498,3.478,2.000,1077,20952,349,64693,0,404262,349,3,0
18087,2.390,2.384,429,1351,1126,34857,0,Block 19 Section 51 #26 Asimus Avenue Strathnairn,1126,33,0
34741,2.443,1.000,429,1351,343,69601,0,2458/820,343,42,0
30881,2.372,,1077,20952,950,60131,1,Lot 1008 #16 Oswald Street Wilton 2571,950,3,0
30149,2.364,2.000,429,1351,5,57499,1,14679,5,1,0
24202,0.601,0.601,186,9264,258,47832,1,0025701,258,5,0
19419,2.373,2.000,429,10105,1326,38247,1,au88-45135/72,1326,9,0
25417,2.372,2.000,429,1351,2025,49277,1,92010066,2025,2,0
32326,0.542,0.542,186,62407,258,64131,0,0027217,258,9,0
23353,2.376,2.376,207,7708,954,46628,0,30069/21000,954,7,0
29644,2.387,,430,10485,67,56784,0,4008452/092,67,6,0
30681,2.362,2.000,1077,20952,2626,59096,0,J0169/2600,2626,3,0
30234,2.407,1.000,427,4592,67,58099,1,4008053,67,15,0
26677,2.366,2.358,429,1351,180,52317,1,403474,180,1,0
33028,1.682,1.674,186,62407,258,65998,0,0026805,258,5,0
28172,2.368,0.500,429,10105,409,54677,0,A013822301,409,4,0
32423,2.344,1.000,429,1351,449,64593,0,au36-30352/56,449,2,0
34766,2.653,1.000,429,10105,2113,69651,0,1808/620,2113,9,0
30581,2.333,1.000,429,1351,144,58606,0,5358800/085,144,1,0
29909,2.333,1.000,429,1351,144,57184,0,5362900/089,144,1,0
25482,0.548,0.595,186,49327,258,49357,0,0026431,258,47,0
34796,1.658,1.658,186,62407,258,69681,0,0027190,258,9,0
35076,2.474,,429,1351,349,70106,0,404322,349,42,0
18885,2.357,2.357,427,4592,1004,36711,1,Lot 405 #11 Evangelista Street Goulburn,1004,15,0
25177,2.379,2.000,1077,20952,1254,48987,0,020178/107,1254,3,0
25897,2.379,2.379,207,7708,202,50597,0,170188,202,52,0
26157,0.595,0.595,186,9264,258,51647,1,0790211,258,5,0
27162,2.333,2.000,429,10105,144,52997,1,5360400/090,144,5,0
32708,2.451,1.000,429,1351,449,65273,0,au36-30297/56,449,42,0
26272,2.337,2.337,429,1351,349,51787,0,404147,349,2,0
28137,2.370,2.370,429,1351,343,54262,0,2444/820,343,2,0
31707,2.364,1.000,429,10105,1947,62332,0,6 Vecchio Close Bonnyrigg NSW 2177,1947,5,0
25547,0.535,0.535,186,49327,258,50142,1,0025546,258,47,0
27247,2.375,1.000,207,7708,202,53102,0,175977,202,7,0
31627,0.607,0.601,186,62407,258,62237,0,0026667,258,5,0
31312,0.609,0.609,186,62407,258,61502,0,0026373,258,5,0
22022,2.372,,429,1351,894,44057,1,#PO-BWH245635,894,1,0
30269,0.535,,186,49327,258,58169,0,0026853,258,47,0
20685,2.366,2.366,429,10105,409,41598,1,A982762627,409,5,0
29664,2.335,2.000,430,10485,349,56804,1,404074,349,6,0
22582,2.380,2.378,207,7708,689,44787,1,300913,689,38,0
26468,2.376,1.000,1077,20952,172,52028,1,Lot 49 #22 Wilson Street Moss Vale,172,3,0
22932,0.603,0.601,186,9264,258,45202,1,0026425,258,5,0
7572,0.647,0.647,207,7708,804,14796,0,Stage 2A2 Block 23 Section 51 Strathnairn,804,12,0
20097,2.376,1.000,429,10105,1326,40149,1,au88-45146/72,1326,4,0
22642,0.616,0.616,186,9264,258,44857,1,0026598,258,9,0
30831,0.552,0.552,186,49327,258,59746,0,0026023,258,47,0
33977,2.474,1.000,207,7708,689,67887,0,301163,689,52,0
24823,2.333,1.000,429,10105,144,48563,1,5300800/087,144,5,0
23498,0.594,0.594,186,9264,258,46793,1,0026180,258,9,0
28067,2.355,1.000,430,10485,349,54182,1,403853,349,6,0
31522,0.547,0.547,182,60627,258,62102,0,0026505,258,47,0
25277,2.337,1.000,207,7708,689,49122,1,300916,689,28,0
27907,0.606,0.606,186,9264,258,54007,1,0025616,258,5,0
22612,2.380,,207,7708,954,44817,0,10941,954,7,0
34082,1.682,1.000,186,62407,258,68022,0,0027018,258,5,0
27687,2.333,1.000,207,7708,689,53737,1,301083,689,28,0
29547,2.414,2.414,429,1351,449,56662,1,au36-30277/56,449,42,0
33722,1.682,,186,62407,258,67572,0,0026830,258,5,0
21337,2.369,1.000,429,10105,1905,42852,1,4494-22/605,1905,9,0
31357,0.535,0.535,186,49327,258,61552,0,0026135,258,47,0
23283,2.343,2.333,429,1351,144,45122,1,5361100/087,144,1,0
20978,2.366,1.000,1077,20952,561,42285,1,au2-160426/360,561,3,0
29527,2.380,2.000,429,1351,190,56642,0,Lot C #10 Tamblin Street Fairy Meadow 2519,190,2,0
20964,2.366,2.366,429,10105,409,42269,1,A982925571,409,5,0
16419,2.376,1.000,429,1351,954,31080,1,"Lot 250 #18 Erskine Loop, Googong",954,7,0
28842,0.595,0.595,186,9264,258,55477,0,0790198,258,5,0
33073,2.493,1.000,430,10485,202,66073,0,188615 +165937,202,6,0
35286,2.445,2.000,429,10105,1404,70426,0,3400-J1288,1404,5,0
29137,0.595,0.595,186,9264,258,56192,0,0790227,258,5,0
29077,0.547,0.547,186,49327,258,56102,0,0026607,258,47,0
25347,2.336,2.000,429,1351,349,49197,1,403998,349,42,0
28732,2.337,1.000,207,7708,1144,55347,1,PO-0484,1144,38,0
32963,1.658,1.658,186,62407,258,65608,0,0027090,258,5,0
29227,2.351,1.000,207,7708,1536,56252,1,Lot 650 #20 Hyssop Street Tralee,1536,7,0
29789,2.329,1.000,429,1351,349,56984,1,404122,349,1,0
25672,0.537,0.594,186,49327,258,50292,1,0026845,258,47,0
20580,2.355,2.355,430,10485,349,41481,1,403876,349,6,0
7605,0.647,0.647,207,7708,804,14829,0,Stage 2A2 Block 26 Section 51 Strathnairn,804,12,0
19056,0.160,0.160,429,1351,281,37383,0,7 Obrien Road Bulli,281,2,0
25872,2.343,1.000,429,1351,349,50567,1,403878,349,2,0
25642,0.535,0.535,186,49327,258,50257,1,0026387,258,47,0
31422,2.379,1.000,207,7708,202,61962,0,189552,202,7,0
29222,2.347,1.000,207,7708,1126,56247,1,Lot 1325 #36 Lambrigg Street Googong NSW 2620,1126,7,0
25207,2.366,1.000,429,10105,2242,49017,1,202111/910,2242,5,0
26782,2.372,1.000,429,1351,268,52422,1,00070578,268,42,0
34676,2.437,1.000,429,1351,262,69456,0,Lot 4 #47 Corner Ryan & Dymock Street Balgownie NSW 2519,262,2,0
32733,2.474,,429,1351,1070,65298,0,951436,1070,1,0
30676,2.344,2.344,430,10485,349,59086,1,404197,349,6,0
34337,2.470,2.470,429,1351,144,67907,0,5364000/151,144,1,0
32107,0.541,0.541,186,62407,258,63512,0,0026900,258,9,0
33128,2.478,2.478,430,10485,360,66158,0,450167,360,6,0
21877,2.366,2.366,429,10105,409,43902,1,A994035847,409,5,0
28332,2.370,1.000,429,1351,343,54857,0,2324/820,343,2,0
24957,2.368,1.000,427,4592,67,48707,1,4008382/103,67,15,0
27762,2.333,2.333,207,7708,689,53847,0,301109,689,33,0
28257,2.372,1.000,429,1351,550,54767,0,SAMBOOM/215,550,2,0
20986,0.614,0.500,186,9264,258,42294,1,0026090,258,9,0
27417,2.381,1.000,1077,20952,343,53377,1,2389,343,3,0
29899,2.370,1.000,429,10105,2257,57169,1,Lot 302 #10 Eve Street Werrington NSW,2257,9,0
32276,2.284,1.000,1077,20952,2442,63731,1,Lot 19 #119 Myrtle Creek Avenue Tahmoor,2442,3,0
25802,2.416,1.000,429,1351,449,50477,1,au36-30353/56,449,42,0
26992,2.331,1.000,429,1351,349,52737,1,404121,349,2,0
20965,2.366,1.000,429,10105,409,42271,1,A997455139,409,5,0
28807,2.326,1.000,429,1351,1070,55427,0,970010/779/02,1070,1,0
28167,2.341,1.000,207,7708,1144,54657,1,B11 Sect 46 #27 Keith Bain Crest Whtilam,1144,38,0
34177,2.463,,429,1351,346,68117,0,2016965/094,346,2,0
33597,2.473,2.000,429,1351,2748,67412,0,Sect C Lot 65 #19 Griffith Street Oak Flats NSW,2748,2,0
25317,2.364,2.000,1077,20952,1254,49157,1,20177/107,1254,3,0
26603,1.106,,186,9264,258,52188,1,0026398,258,4,0
31267,2.353,2.000,429,1351,564,61447,1,79902401,564,1,0
30851,2.368,1.000,430,10485,5,60096,1,14639,5,6,0
31247,0.535,0.535,182,60627,258,61377,0,0026871,258,47,0
26747,2.340,1.000,207,7708,689,52387,1,300973,689,28,0
29267,2.331,1.000,429,1351,349,56307,1,403620,349,1,0
32448,0.160,,429,1351,322,64623,0,"2A Towns St, SHELLHARBOUR, NSW",322,2,0
23788,2.378,1.000,207,7708,689,47203,1,300995,689,28,0
27902,1.688,1.000,186,49327,258,54002,1,0026700,258,47,0
25212,2.380,2.000,429,1351,894,49022,0,#PO-BWH248744,894,2,0
33487,1.682,1.000,186,62407,258,66587,0,0027130,258,9,0
34202,1.682,,186,62407,258,68167,0,0026823,258,9,0
29317,2.364,1.000,429,1351,349,56372,0,403959,349,42,0
20121,2.380,2.380,207,7708,202,40521,1,186596,202,33,0
32678,2.525,2.525,429,10105,2113,65243,1,1932,2113,5,0
26548,2.375,1.000,207,7708,202,52118,1,196890,202,7,0
18906,2.353,1.000,427,4592,1004,36732,1,Lot 4 Station Street Marulan,1004,15,0
29122,1.702,1.702,186,49327,258,56162,0,0026896,258,47,0
29764,1.307,1.000,186,9264,258,56954,0,0025689,258,9,0
16521,2.362,1.000,429,1351,202,31362,1,156232,202,23,0
26252,2.332,2.000,429,1351,360,51757,1,450069,360,42,0
27598,0.594,,186,9264,258,53613,1,0790284,258,5,0
27047,2.349,1.000,207,7708,689,52807,0,300929,689,7,0
25592,0.535,0.590,186,49327,258,50202,1,0025449,258,47,0
25487,0.535,0.592,186,49327,258,49362,1,0026224,258,47,0
25232,2.330,1.000,430,10485,349,49042,1,404011,349,6,0
25507,2.330,2.330,429,1351,360,49762,1,450102,360,2,0
27387,2.376,1.000,1077,20952,2242,53327,0,201979/910,2242,3,0
30344,2.376,1.000,207,7708,954,58349,0,11021,954,7,0
30706,0.595,0.595,186,9264,258,59146,1,0025665,258,9,0
32878,2.477,,429,1351,1070,65508,0,951452/779/01,1070,1,0
25452,2.333,1.000,429,10105,144,49317,1,5301100,144,5,0
23508,0.606,,186,9264,258,46803,1,0026016,258,5,0
18231,2.382,2.382,429,1351,689,35025,1,300947,689,38,0
31202,2.376,2.376,207,7708,954,61017,0,10956,954,7,0
28477,0.535,,186,49327,258,55017,1,0026433,258,47,0
30736,2.380,2.380,429,1351,550,59221,0,HENDERSO/215,550,42,0
28422,2.333,1.000,207,7708,689,54962,1,300975,689,28,0
29057,2.368,1.000,429,10105,409,56072,0,230501125111,409,5,0
22772,2.355,2.000,430,10485,349,45012,1,403944,349,6,0
34112,2.437,2.000,429,1351,449,68052,0,au36-30313/56,449,2,0
33517,0.018,,144,66947,81,1407,0,5360600/065,144,58,0
30229,16.002,0.000,360,48802,81,1407,0,450114/220/02,360,58,0
29784,0.607,0.607,186,9264,258,56979,0,0027121,258,9,0
22417,0.614,0.614,186,9264,258,44632,1,0026073,258,9,0
21972,3.364,1.000,429,1351,349,44007,1,403550,349,42,0
28102,2.358,2.358,429,1351,180,54227,0,402959,180,1,0
29619,2.355,1.000,1077,20952,1947,56759,1,Lot 5304 #22 Eliza Street Moss Vale,1947,3,0
32418,2.296,2.296,207,7708,954,64563,0,11029,954,7,0
19680,2.366,1.000,429,10105,409,38766,1,A981576895,409,5,0
24873,0.608,0.608,186,9264,258,48618,1,0025973,258,5,0
22052,2.371,1.000,429,10105,1917,44092,1,1 Salinger Street Box Hill,1917,9,0
27712,2.338,1.000,207,7708,689,53797,1,301103,689,23,0
24392,2.375,2.000,429,1351,227,48062,1,29915982,227,42,0
32553,2.474,,429,10105,349,64758,0,606725,349,4,0
31252,2.371,2.366,429,1351,180,61382,0,402956,180,1,0
33058,2.430,2.430,429,1351,550,66053,0,LEVY/215,550,2,0
32266,0.535,0.535,182,60627,258,63706,0,0026975,258,47,0
27642,2.376,2.000,429,1351,343,53687,1,2452/820,343,42,0
31036,0.601,0.601,186,62407,258,60396,0,0026146,258,9,0
31717,2.373,2.373,429,1351,67,62352,0,4008469/094,67,42,0
25847,0.601,0.601,186,9264,258,50537,1,0025975,258,9,0
31657,0.535,,182,60627,258,62267,0,0025962,258,47,0
32028,2.334,2.000,429,1351,343,63073,0,2489,343,42,0
34052,1.882,1.874,186,62407,258,67992,0,0027265,258,9,0
31187,2.373,1.000,429,1351,262,60652,0,Lot 5107 #57 Connection Road Calderwood NSW 2527,262,1,0
26388,2.378,2.378,429,1351,449,51943,0,au36-30326/56,449,2,0
19032,2.359,2.359,430,10485,360,37353,1,450135,360,6,0
28937,2.330,1.000,429,1351,1070,55907,0,951634/779/01,1070,1,0
27543,0.594,0.594,186,9264,258,53548,1,0026817,258,9,0
16362,2.374,2.359,430,10485,354,30867,0,712019,354,6,0
33632,0.161,0.161,429,1351,337,74207,0,"56 Peterborough Ave, Lake Illawarra",337,2,0
33238,1.682,1.000,186,62407,258,66313,0,0026281,258,9,0
29984,2.385,2.000,1077,20952,2564,57284,0,7009/910,2242,3,0
31432,2.393,2.393,1077,20952,2242,61972,0,201960,2242,3,0
28357,1.688,,186,49327,258,56854,1,0026988,258,47,0
28347,0.595,0.595,186,9264,258,54872,0,0790195,258,5,0
30726,2.334,1.000,429,1351,349,59211,0,403987,349,2,0
26227,0.595,0.595,186,9264,258,51732,1,0790218,258,5,0
20328,2.376,1.000,429,1351,954,40965,1,10992,954,7,0
30304,2.364,1.000,1077,20952,2237,58224,0,Lot 211 #27 Eather Street Wilton NSW 2571,2237,3,0
18357,0.161,0.161,429,1351,322,35475,0,"4 Boollwarroo Parade, Shellharbour",322,1,0
16314,2.380,1.000,207,7708,954,30795,1,30002,954,38,0
17418,2.376,2.376,207,7708,954,33315,1,30037,954,28,0
28472,0.606,0.606,186,9264,258,55012,1,0025661,258,9,0
23693,2.374,2.000,429,1351,346,47058,1,2016727/133,346,1,0
20962,2.368,1.000,429,10105,409,42267,1,A003438759,409,5,0
34396,1.882,1.000,186,62407,258,68431,0,0027136,258,9,0
33732,2.431,,430,10485,346,67592,0,2017915/088 + 2017915/130,346,6,0
28237,2.368,2.368,429,1351,894,54737,0,#PO-BWH257353,894,2,0
27618,0.535,0.591,186,49327,258,53633,1,0026848,258,47,0
23738,2.366,1.000,430,10485,894,47148,0,BWH248951,894,6,0
26757,2.338,2.338,207,7708,689,52397,0,300921,689,52,0
30199,0.607,,186,9264,233,58064,0,20790,233,5,0
29157,2.335,2.335,207,7708,689,56212,0,230503093726,689,38,0
31882,2.232,2.232,429,1351,91,62902,0,KEMBG012/1.0640,91,42,0
32993,1.682,,186,62407,258,65963,0,0026334,258,5,0
33767,2.469,1.000,429,1351,346,67642,0,2016259/153,346,2,0
26777,2.378,1.000,429,1351,268,52417,1,00070659,268,42,0
27277,2.335,2.335,430,10485,349,53137,1,404137,349,6,0
28652,0.547,0.547,186,49327,258,55212,0,0026847,258,47,0
32503,2.479,2.000,1077,20952,349,64698,1,404282,349,3,0
32528,2.475,1.000,1077,20952,349,64728,0,404049,349,3,0
31297,0.601,,186,62407,258,61482,0,0026270,258,9,0
20655,2.382,1.000,207,7708,689,41568,1,300915,689,38,0
32413,0.541,,186,62407,258,64558,0,0026309,258,9,0
32858,2.476,1.000,429,10105,349,65483,0,606527,349,5,0
31081,2.348,2.348,429,1351,360,60461,0,450156,360,42,0
26503,2.342,2.000,430,10485,349,52063,1,403903,349,6,0
29537,2.362,2.000,429,1351,5,56652,1,14958,5,1,0
20007,2.367,1.000,429,1351,894,39708,1,#PO-BWH239192,894,42,0
29262,2.398,2.398,429,1351,346,56297,0,2016669,346,2,0
27082,2.381,,207,7708,202,52892,1,150847,202,7,0
23898,0.602,0.602,186,9264,258,47348,1,0026655,258,9,0
31197,2.364,1.000,1077,20952,2442,60717,1,Lot 13 Teale Circuit Tahmoor NSW 2573,2442,3,0
25477,0.535,0.590,186,49327,258,49352,1,0025571,258,47,0
16434,2.363,2.362,207,7708,202,31095,1,164220,202,38,0
34242,2.482,1.000,207,7708,689,68207,0,301141,689,7,0
32438,1.303,,268,64613,81,1407,0,00071467+ 00071469+ 00071465,268,58,0
27022,2.334,1.000,207,7708,689,52777,1,301094,689,7,0
29929,0.596,0.596,186,9264,258,57229,1,0025692,258,9,0
32192,2.304,2.304,207,7708,689,63622,0,301062,689,28,0
31192,2.337,2.000,429,1351,349,60657,0,404179,349,1,0
30611,2.377,2.000,429,10105,1404,58651,0,3313/J1256,1404,5,0
25807,2.376,2.376,207,7708,954,50487,0,10991,954,38,0
28407,2.379,1.000,207,7708,202,54947,0,196044,202,38,0
27932,0.606,0.606,186,9264,258,54032,0,0025972,258,5,0
28192,2.337,2.337,429,1351,349,54697,0,404097,349,42,0
30866,2.343,1.000,1077,20952,227,60116,0,29915792,227,3,0
20502,2.371,2.371,429,1351,1404,41385,0,2506/J1196,1404,42,0
32371,2.296,1.000,207,7708,954,64491,0,11043,954,7,0
20862,2.376,1.000,429,1351,954,42063,1,10926,954,7,0
33742,2.474,2.000,1077,20952,349,67602,0,404298,349,3,0
30375,2.341,1.000,207,7708,689,58395,0,301101,689,38,0
27077,2.362,,430,10485,894,52887,0,#PO-BWH255568,894,6,0
34511,2.439,2.000,429,10105,2242,69241,0,201899/910.4,2242,9,0
28077,0.547,0.547,186,49327,258,54202,1,0040164,258,47,0
28462,2.337,2.000,429,1351,349,55002,1,404070,349,2,0
24858,0.601,0.601,186,9264,258,48603,1,0026881,258,9,0
20574,2.353,,430,10485,349,41475,1,403770,349,6,0
7539,0.647,0.647,207,7708,804,14763,1,Stage 2A2 Block 13 Section 51 Strathnairn,804,12,0
34122,2.430,1.000,429,10105,2113,68062,0,1936,2113,4,0
31782,2.390,2.000,1077,20952,2564,62472,0,7032,2242,3,0
28642,0.552,0.552,186,49327,258,55192,0,0026796,258,47,0
27172,0.547,0.547,186,49327,258,53007,1,0026659,258,47,0
35336,0.160,0.160,207,7708,486,70506,0,JER920,486,7,0
28977,2.368,,430,10485,894,55957,0,#PO-BWH258167,894,6,0
28582,2.373,1.000,207,7708,202,55137,0,201058,202,7,0
23418,2.376,1.000,1077,20952,561,46703,1,au2-160381/360,561,3,0
31141,2.333,2.333,207,7708,689,60576,0,301061,689,28,0
29448,2.376,2.376,429,1351,449,56518,0,au36-30341/56,449,1,0
24687,2.370,2.000,429,1351,492,48412,1,208626,492,2,0
22822,2.372,2.000,1077,20952,561,45062,1,au2-160481/360,561,3,0
18810,2.386,2.000,1077,20952,343,36627,1,2363/820,343,3,0
27608,0.594,0.594,186,9264,258,53623,1,0790283,258,5,0
27872,2.333,1.000,429,1351,144,53972,1,5359100/084,144,1,0
30541,2.366,1.000,429,10105,2242,58571,1,202145/910,2242,5,0
33353,1.648,1.000,182,60627,258,66433,0,0026376,258,47,0
28177,2.330,1.000,429,1351,349,54682,1,403432,349,1,0
32003,0.547,0.547,182,60627,258,63033,0,0026898,258,47,0
30811,2.368,2.000,430,10485,5,60101,1,14508,5,6,0
32973,1.669,1.000,186,62407,258,65628,0,0026278,258,9,0
24082,2.362,2.000,1077,20952,1254,47602,0,20121/107,1254,3,0
35166,2.437,1.000,429,1351,492,70226,0,209180,492,42,0
19209,2.349,2.349,429,1351,346,37782,0,2015942/090,346,2,0
29552,2.333,2.333,207,7708,689,56667,0,301102,689,28,0
27887,0.606,,186,9264,258,53987,0,0025284,258,9,0
30355,0.795,0.795,186,9264,258,58367,1,0026908,258,9,0
24843,2.005,1.401,186,9264,258,48588,1,0024460,258,9,0
24662,2.368,2.000,427,4592,67,48387,1,4008346,67,15,0
27447,2.867,2.367,429,1351,227,53437,0,29915825,227,2,0
31492,2.320,2.320,429,1351,349,62052,0,403908,349,1,0
25687,0.535,0.535,186,49327,258,50307,1,0026709,258,47,0
23042,2.381,1.000,429,10105,1198,46027,0,200401,1198,9,0
34756,2.460,1.000,429,10105,1404,69616,0,3289- J1294,1404,5,0
33013,1.658,1.658,186,62407,258,65983,0,0026285,258,9,0
21667,2.362,2.362,429,1351,349,43272,1,403666,349,42,0
32112,0.547,0.547,182,60627,258,63517,0,0026186,258,47,0
18621,2.382,1.000,207,7708,202,35949,0,136014,202,38,0
31737,2.366,2.366,1077,20952,227,62377,0,29915983,227,3,0
35026,2.456,,1077,20952,67,70021,0,4008340,67,3,0
24072,2.362,2.362,1077,20952,1254,47592,0,20120/107,1254,3,0
18888,2.379,2.379,427,4592,1004,36714,1,Lot 406 #13 Evangelista Street Goulburn,1004,15,0
23538,0.601,0.601,186,9264,258,46838,1,0025513,258,5,0
25877,2.338,2.338,207,7708,689,50572,1,300959,689,28,0
28597,2.397,2.396,429,1351,372,55157,0,5005501/129,372,2,0
27152,2.333,1.000,429,10105,144,52987,1,5359800/091,144,5,0
27613,0.606,0.606,186,9264,258,53628,1,0025774,258,3,0
27012,2.362,2.000,430,10485,894,52767,0,#PO-BWH255346,894,6,0
33477,1.686,,186,62407,258,66577,0,0027031,258,5,0
29107,0.167,0.167,429,1351,1350,56147,0,28 Wentworth Street Shellharbour,1350,2,0
28082,2.333,2.333,429,1351,144,54207,1,53621000/088,144,1,0
33747,2.478,2.478,1077,20952,349,67607,0,404215,349,3,0
31126,2.319,2.000,1077,20952,349,60531,0,403531,349,3,0
31242,2.372,,429,1351,894,61367,0,#PO- BWH261227,894,2,0
28932,2.330,1.000,429,1351,1070,55902,0,951635/779/01,1070,1,0
30004,0.595,0.595,186,9264,258,57309,1,0025780,258,3,0
30841,2.333,2.333,429,10105,144,59756,0,5302600/078,144,5,0
25242,2.366,2.366,429,1351,268,49057,1,00070204,268,42,0
28637,0.547,0.547,186,49327,258,55187,0,0026129,258,47,0
31182,2.362,,429,1351,5,60647,1,14935,5,2,0
32013,0.595,0.591,186,1653,258,63043,0,0026725,258,2,0
29624,2.374,,429,1351,894,56764,0,#PO-BWH259523,894,1,0
29659,2.372,2.372,429,1351,268,56799,1,00071230,268,42,0
21787,2.383,,207,7708,689,43447,1,300875,689,38,0
28312,2.347,1.000,207,7708,689,54832,0,301111,689,23,0
28887,0.595,0.595,186,9264,258,55522,1,0790221,258,5,0
30144,0.547,0.547,186,49327,258,57489,0,0026567,258,47,0
29592,0.596,,186,9264,258,56717,0,0025658,258,9,0
27257,2.369,1.000,1077,20952,561,53117,0,au2-160489/360,561,3,0
19953,2.362,1.000,207,7708,202,39300,0,174882/1090,202,38,0
34636,2.452,2.452,429,1351,1923,70251,0,ON TIME GROUP - HUNT0253/1.0640,1923,42,0
31532,2.876,2.000,429,10105,2717,62117,0,500029,2717,4,0
33882,2.304,2.304,429,1351,564,67767,0,79902398,564,42,0
29117,2.387,1.000,430,10485,67,56157,1,4008007/097,67,6,0
20250,2.383,2.383,207,7708,202,40671,1,171325,202,7,0
32623,2.482,1.000,1077,20952,360,65173,0,450153,360,3,0
23878,0.601,0.601,186,9264,258,47323,1,0026460,258,9,0
34232,1.682,1.000,186,62407,258,68197,0,0027077,258,9,0
18897,2.353,1.000,427,4592,1004,36723,1,Lot 1 Station Street Marulan,1004,15,0
20658,2.382,,207,7708,689,41574,1,300932,689,52,0
32316,2.293,1.000,429,1351,144,64101,0,5329200/078,144,1,0
26892,0.594,0.594,186,9264,258,52542,1,0025364,258,9,0
31637,2.264,2.000,429,1351,349,62247,1,404211,349,2,0
28797,2.326,1.000,429,1351,1070,55412,0,970009/779/02,1070,1,0
26162,0.595,0.595,186,9264,258,51652,1,0790212,258,5,0
24833,2.333,2.333,429,10105,144,48578,1,5300700/090,144,5,0
33078,2.464,1.000,430,10485,202,66078,0,188615 +165937,202,6,0
21847,2.362,,429,10105,1905,43867,1,3436-20/605,1905,9,0
33797,1.874,1.000,186,62407,258,67667,0,0027132,258,5,0
28882,0.595,0.595,186,9264,258,55517,1,0790222,258,5,0
31542,2.336,1.000,429,1351,349,62127,0,404225,349,1,0
32078,2.318,2.000,429,10105,2257,63478,0,Lot 230 #7 Meridian Street Leppington,2257,5,0
32743,2.474,2.000,429,1351,1070,65308,0,951438,1070,1,0
28917,0.535,0.590,186,49327,258,55887,1,0026921,258,47,0
25907,2.376,1.000,207,7708,954,50607,1,10969,954,7,0
28747,2.378,2.000,429,1351,343,55362,0,2443/820,343,42,0
34691,2.495,1.000,429,10105,349,69486,0,606850,349,5,0
25742,1.688,1.000,186,49327,258,50367,1,0026821,258,47,0
25527,0.535,,186,49327,258,49792,1,0026764,258,47,0
30059,1.007,1.000,186,9264,258,57369,0,0026966,258,9,0
26172,0.594,0.594,186,9264,258,51667,1,0025376,258,9,0
26922,2.369,1.000,1077,20952,2242,52582,1,202059/910.2,2242,3,0
32386,2.296,2.296,207,7708,954,64506,0,11004,954,7,0
30169,2.380,2.380,207,7708,869,57579,1,B9 Sect 33 #9-44 Vahland Street Taylor ACT 2913,869,28,0
30114,2.374,1.000,429,10105,409,57424,0,A035398970,409,5,0
26453,2.365,,430,10485,417,52013,0,2731,417,6,0
21010,2.382,1.000,207,7708,941,42326,1,2.15,941,33,0
32608,2.454,1.000,429,1351,349,65153,0,403995,349,2,0
20876,2.366,1.000,429,1351,172,42087,1,Lot 908 #54 Connors View Berry,172,2,0
33008,1.682,1.000,186,62407,258,65978,0,0026826,258,5,0
22972,0.160,0.160,429,1351,481,45962,0,45 Brunderee Road Flinders,481,1,0
23992,2.376,1.000,429,10105,1764,47492,1,Lot 104 #206 Crown Street Riverstone,1764,9,0
31732,2.374,1.000,429,1351,343,62367,0,2485/820,343,42,0
