idTruckToCust,idJobCustomer,idTruck,idDriver,finished,deleted,ordering,LastUpdated
1217256,860176,168,259,1,0,,2023-12-12 13:00:01
1223936,873301,67,92,1,0,,2023-12-12 13:00:01
1187138,848348,67,92,1,0,,2023-12-12 13:00:01
1143472,804473,114,111,0,0,,2023-12-12 13:00:01
1218196,868301,96,159,0,0,,2023-12-12 13:00:01
1223571,874561,171,141,0,0,,2023-12-12 13:00:01
1201271,857911,42,18,1,0,,2023-12-12 13:00:01
1184967,847227,11,84,1,0,,2023-12-12 13:00:01
1207581,862111,67,92,1,0,,2023-12-12 13:00:01
1228746,868671,53,437,1,0,,2023-12-12 13:00:01
1156987,827902,105,367,1,0,,2023-12-12 13:00:01
1199576,856231,17,147,1,0,,2023-12-15 13:00:01
1183372,845982,138,189,1,0,,2023-12-12 13:00:01
1194241,853606,232,352,0,0,,2023-12-12 13:00:01
1210636,861586,338,150,1,0,,2023-12-12 13:00:01
1201981,858756,53,437,0,0,,2023-12-12 13:00:01
1188836,849711,96,159,1,0,,2023-12-12 13:00:01
1208276,863001,338,150,1,0,,2023-12-12 13:00:01
1186527,847797,114,111,1,0,,2023-12-12 13:00:01
1201406,858066,67,92,1,0,,2023-12-12 13:00:01
1172942,837772,168,259,1,0,,2023-12-12 13:00:01
1209981,864156,337,95,1,0,,2023-12-12 13:00:01
1159847,828767,171,141,1,0,,2023-12-12 13:00:01
1160352,828482,17,147,1,0,,2023-12-12 13:00:01
1205616,860946,67,92,1,0,,2023-12-12 13:00:01
1219276,871506,135,327,1,0,,2023-12-12 13:00:01
1188821,849761,11,84,1,0,,2023-12-12 13:00:01
1221771,873206,168,259,1,0,,2023-12-12 13:00:01
1141062,816997,51,65,1,0,,2023-12-12 13:00:01
1145162,813557,111,0,1,0,,2023-12-12 13:00:01
1140282,816692,93,85,1,0,,2023-12-12 13:00:01
1237026,881166,120,195,1,0,,2023-12-12 13:00:01
1224366,874961,93,85,1,0,,2023-12-12 13:00:01
1224306,874601,120,195,0,0,,2023-12-12 13:00:01
1207456,862491,286,198,1,0,,2023-12-12 13:00:01
1203266,854396,67,92,1,0,,2023-12-12 13:00:01
1142602,818142,67,92,1,0,,2023-12-12 13:00:01
1198766,855871,17,147,1,0,,2023-12-12 13:00:01
1161237,828172,96,159,1,0,,2023-12-12 13:00:01
1183117,845657,2,8,1,0,,2023-12-12 13:00:01
1172397,836642,96,159,1,0,,2023-12-12 13:00:01
1198061,855436,337,95,1,0,,2023-12-12 13:00:01
1228461,872711,58,392,1,0,,2023-12-12 13:00:01
1174247,838437,286,198,1,0,,2023-12-12 13:00:01
1196061,854526,96,159,1,0,,2023-12-12 13:00:01
1189471,845807,135,327,1,0,,2023-12-12 13:00:01
1151627,824222,96,159,1,0,,2023-12-12 13:00:01
1150227,812227,338,189,1,0,,2023-12-12 13:00:01
1169592,825402,171,141,0,0,,2023-12-12 13:00:01
1185182,845632,296,412,1,0,,2023-12-12 13:00:01
1194046,853471,138,189,1,0,,2023-12-12 13:00:01
1207376,862201,296,412,1,0,,2023-12-12 13:00:01
1197166,854611,296,412,1,0,,2023-12-12 13:00:01
1176492,840437,58,392,0,0,,2023-12-12 13:00:01
1158437,828422,286,198,1,0,,2023-12-12 13:00:01
1148097,821902,171,141,1,0,,2023-12-12 13:00:01
1232486,878551,120,195,1,0,,2023-12-12 13:00:01
1195271,853881,129,135,1,0,,2023-12-12 13:00:01
1195336,853906,286,198,1,0,,2023-12-12 13:00:01
1228921,877626,338,189,1,0,,2023-12-12 13:00:01
1140847,816487,296,412,0,0,,2023-12-12 13:00:01
1221726,835317,61,317,1,0,,2023-12-12 13:00:01
1209791,864576,171,141,1,0,,2023-12-12 13:00:01
1197421,855016,11,84,1,0,,2023-12-12 13:00:01
1210031,864236,67,92,1,0,,2023-12-12 13:00:01
1143197,818662,61,317,1,0,,2023-12-12 13:00:01
1159217,829222,17,147,1,0,,2023-12-12 13:00:01
1203641,859826,135,327,1,0,,2023-12-12 13:00:01
1151572,823242,337,95,1,0,,2023-12-12 13:00:01
1159842,828762,171,141,1,0,,2023-12-12 13:00:01
1214206,867791,135,327,1,0,,2023-12-12 13:00:01
1207461,862486,286,198,1,0,,2023-12-12 13:00:01
1133797,812672,96,159,1,0,,2023-12-12 13:00:01
1221951,871821,58,392,1,0,,2023-12-12 13:00:01
1169512,835332,129,135,1,0,,2023-12-12 13:00:01
1182517,845187,135,327,1,0,,2023-12-12 13:00:01
1172082,837062,171,141,1,0,,2023-12-12 13:00:01
1187027,847252,61,317,1,0,,2023-12-12 13:00:01
1169492,832402,138,150,1,0,,2023-12-12 13:00:01
1202941,858976,286,198,1,0,,2023-12-12 13:00:01
1215161,868901,14,120,1,0,,2023-12-12 13:00:01
1184192,828797,291,216,1,0,,2023-12-12 13:00:01
1192846,852556,17,147,1,0,,2023-12-12 13:00:01
1145137,773407,338,189,1,0,,2023-12-12 13:00:01
1180412,843757,262,120,1,0,,2023-12-12 13:00:01
1202816,859261,61,51,1,0,,2023-12-12 13:00:01
1140647,813167,338,189,1,0,,2023-12-12 13:00:01
1212521,855176,29,21,1,0,,2023-12-12 13:00:01
1190961,851236,102,73,1,0,,2023-12-12 13:00:01
1177597,840067,96,159,1,0,,2023-12-12 13:00:01
1227351,876991,291,216,1,0,,2023-12-12 13:00:01
1186562,847807,129,135,1,0,,2023-12-12 13:00:01
1174967,835252,337,95,1,0,,2023-12-12 13:00:01
1218901,871211,13,17,0,0,,2023-12-12 13:00:01
1190466,850866,217,54,1,0,,2023-12-12 13:00:01
1237681,875246,105,367,1,0,,2023-12-12 13:00:01
1157732,826742,40,240,1,0,,2023-12-12 13:00:01
1137972,815457,60,327,1,0,,2023-12-12 13:00:01
1191901,850016,14,120,0,0,,2023-12-12 13:00:01
1138852,816067,102,51,1,0,,2023-12-12 13:00:01
1107668,796803,168,259,1,0,,2023-12-12 13:00:01
1141362,812932,129,135,1,0,,2023-12-12 13:00:01
1176902,840712,67,92,1,0,,2023-12-12 13:00:01
1235366,880211,129,135,1,0,,2023-12-12 13:00:01
1196051,854506,135,327,1,0,,2023-12-12 13:00:01
1158542,828552,67,92,1,0,,2023-12-12 13:00:01
1227861,876081,2,51,1,0,,2023-12-12 13:00:01
1139922,809878,159,204,1,0,,2023-12-12 13:00:01
1214906,868611,105,367,1,0,,2023-12-12 13:00:01
1205431,857816,129,135,0,0,,2023-12-12 13:00:01
1142847,818302,338,189,1,0,,2023-12-12 13:00:01
1231121,879336,135,327,0,0,,2023-12-12 13:00:01
1161062,827087,53,437,1,0,,2023-12-12 13:00:01
1188256,849011,296,412,1,0,,2023-12-12 13:00:01
1153552,824747,96,159,1,0,,2023-12-12 13:00:01
1201571,858261,296,412,1,0,,2023-12-12 13:00:01
1180872,843977,42,17,1,0,,2023-12-12 13:00:01
1228266,873581,171,141,0,0,,2023-12-12 13:00:01
1188796,849746,135,327,1,0,,2023-12-12 13:00:01
1184257,846777,114,452,1,0,,2023-12-12 13:00:01
1143172,807493,61,317,1,0,,2023-12-12 13:00:01
1229556,878446,93,85,1,0,,2023-12-12 13:00:01
1158062,828832,168,259,0,0,,2023-12-12 13:00:01
1166807,821477,286,198,1,0,,2023-12-12 13:00:01
1192776,852471,51,65,1,0,,2023-12-12 13:00:01
1163502,826817,17,147,0,0,,2023-12-12 13:00:01
1223101,871916,120,195,1,0,,2023-12-12 13:00:01
1197926,855166,105,367,1,0,,2023-12-12 13:00:01
1137007,814702,262,120,1,0,,2023-12-12 13:00:01
1191691,847362,159,204,1,0,,2023-12-12 13:00:01
1153992,825852,296,412,1,0,,2023-12-12 13:00:01
1216571,869971,135,327,1,0,,2023-12-12 13:00:01
1159007,829277,159,204,1,0,,2023-12-12 13:00:01
1175677,839757,105,367,1,0,,2023-12-12 13:00:01
1187501,848796,2,8,1,0,,2023-12-12 13:00:01
1138312,811722,61,317,1,0,,2023-12-12 13:00:01
1170297,835577,17,147,1,0,,2023-12-12 13:00:01
1166032,833717,61,317,1,0,,2023-12-12 13:00:01
1166327,834052,105,367,1,0,,2023-12-12 13:00:01
1143672,818687,58,372,1,0,,2023-12-12 13:00:01
1213306,867326,171,141,0,0,,2023-12-12 13:00:01
1196716,850026,14,120,1,0,,2023-12-12 13:00:01
1239156,883951,171,141,1,0,,2023-12-12 13:00:01
1228271,873606,171,141,0,0,,2023-12-12 13:00:01
1215351,868731,96,159,1,0,,2023-12-12 13:00:01
1147262,821087,217,54,1,0,,2023-12-12 13:00:01
1213386,867391,232,352,1,0,,2023-12-12 13:00:01
1180997,844112,171,141,1,0,,2023-12-12 13:00:01
1217721,870471,53,437,1,0,,2023-12-12 13:00:01
1160982,826852,96,159,1,0,,2023-12-12 13:00:01
1215416,868421,96,159,1,0,,2023-12-12 13:00:01
1152427,825037,105,367,1,0,,2023-12-12 13:00:01
1185912,847302,96,159,1,0,,2023-12-12 13:00:01
1234526,880656,356,18,0,0,,2024-02-25 20:46:20
1204421,860646,138,189,0,0,,2023-12-12 13:00:01
1119253,803668,105,367,0,0,,2023-12-12 13:00:01
1221576,873031,93,85,1,0,,2023-12-12 13:00:01
1233776,880736,232,352,1,0,,2023-12-12 13:00:01
1179212,842557,105,367,1,0,,2023-12-12 13:00:01
1174757,839022,96,159,1,0,,2023-12-12 13:00:01
1176722,839157,338,189,0,0,,2023-12-12 13:00:01
1209776,864041,96,159,1,0,,2023-12-12 13:00:01
1209736,863416,129,135,1,0,,2023-12-12 13:00:01
1168197,834192,17,147,1,0,,2023-12-12 13:00:01
1173362,837297,135,327,1,0,,2023-12-12 13:00:01
1169432,834797,40,457,1,0,,2023-12-12 13:00:01
1148982,822502,51,65,1,0,,2023-12-12 13:00:01
1229776,876726,6,75,1,0,,2023-12-12 13:00:01
1188021,849306,58,392,1,0,,2023-12-12 13:00:01
1156727,827742,217,54,1,0,,2023-12-12 13:00:01
1159482,829837,11,84,1,0,,2023-12-12 13:00:01
1192386,827112,296,412,1,0,,2023-12-12 13:00:01
1173882,838622,171,141,1,0,,2023-12-12 13:00:01
1222526,872161,159,204,1,0,,2023-12-12 13:00:01
1119168,803598,111,0,1,0,,2023-12-12 13:00:01
1191551,851551,63,192,1,0,,2023-12-12 13:00:01
1231601,879551,17,147,1,0,,2023-12-12 13:00:01
1198991,856121,96,159,1,0,,2023-12-12 13:00:01
1200496,852446,61,51,1,0,,2023-12-12 13:00:01
1225216,875596,60,327,1,0,,2023-12-12 13:00:01
1185762,839317,51,65,1,0,,2023-12-12 13:00:01
1187296,848476,138,189,1,0,,2023-12-12 13:00:01
1198996,853151,6,75,1,0,,2023-12-12 13:00:01
1167502,821167,102,73,1,0,,2023-12-12 13:00:01
1229316,878261,6,75,1,0,,2023-12-12 13:00:01
1224961,875256,11,84,1,0,,2023-12-12 13:00:01
1198436,855786,135,327,1,0,,2023-12-12 13:00:01
1201711,858401,217,54,1,0,,2023-12-12 13:00:01
1179732,842607,61,317,1,0,,2023-12-12 13:00:01
1194641,853586,338,189,1,0,,2023-12-12 13:00:01
1202651,859206,262,452,1,0,,2023-12-12 13:00:01
1190981,822622,102,73,1,0,,2023-12-12 13:00:01
1229606,878491,93,85,1,0,,2023-12-12 13:00:01
1139392,815427,60,327,1,0,,2023-12-12 13:00:01
1148667,822387,53,437,0,0,,2023-12-12 13:00:01
1176917,840727,135,327,1,0,,2023-12-12 13:00:01
1224116,874481,96,159,1,0,,2023-12-12 13:00:01
1212566,865281,61,51,1,0,,2023-12-12 13:00:01
1152357,824967,96,159,1,0,,2023-12-12 13:00:01
1179852,842967,217,54,1,0,,2023-12-12 13:00:01
1196056,854521,296,412,1,0,,2023-12-12 13:00:01
1164517,832237,159,204,1,0,,2023-12-12 13:00:01
1185877,847267,217,54,1,0,,2023-12-12 13:00:01
1187201,848421,61,317,1,0,,2023-12-12 13:00:01
1208621,863406,135,327,1,0,,2023-12-12 13:00:01
1215491,856621,62,74,1,0,,2023-12-12 13:00:01
1234401,881196,2,8,1,0,,2023-12-12 13:00:01
1232966,880186,96,159,1,0,,2023-12-12 13:00:01
1187256,848339,96,159,1,0,,2023-12-12 13:00:01
1210156,863046,42,17,1,0,,2023-12-12 13:00:01
1212316,866556,296,412,1,0,,2023-12-12 13:00:01
1148197,820452,171,141,1,0,,2023-12-12 13:00:01
1225231,875591,67,92,1,0,,2023-12-12 13:00:01
1143087,815592,159,204,1,0,,2023-12-12 13:00:01
1169977,831727,114,452,1,0,,2023-12-12 13:00:01
1140022,816457,96,159,1,0,,2023-12-12 13:00:01
1145407,820112,96,159,0,0,,2023-12-12 13:00:01
1215546,867216,114,111,0,0,,2023-12-12 13:00:01
1163977,832147,2,51,1,0,,2023-12-12 13:00:01
1155377,824487,61,317,1,0,,2023-12-12 13:00:01
1219206,871431,17,147,0,0,,2023-12-12 13:00:01
1155017,826572,337,95,1,0,,2023-12-12 13:00:01
1155022,826587,105,367,1,0,,2023-12-12 13:00:01
1175662,839702,159,204,1,0,,2023-12-12 13:00:01
1233161,880506,11,84,1,0,,2023-12-12 13:00:01
1181002,837237,291,216,1,0,,2023-12-12 13:00:01
1222336,873711,232,352,1,0,,2023-12-12 13:00:01
1167192,806493,17,147,1,0,,2023-12-12 13:00:01
1150642,823052,286,198,1,0,,2023-12-12 13:00:01
1207651,860501,53,437,1,0,,2023-12-12 13:00:01
1156242,826822,17,147,1,0,,2023-12-12 13:00:01
1218526,870901,217,54,1,0,,2023-12-12 13:00:01
1155042,826607,51,65,1,0,,2023-12-12 13:00:01
1224181,874686,296,412,1,0,,2023-12-12 13:00:01
1193666,853351,171,141,1,0,,2023-12-12 13:00:01
1227331,876961,6,75,0,0,,2023-12-12 13:00:01
1201496,858181,135,327,1,0,,2023-12-12 13:00:01
1152057,824677,96,159,1,0,,2023-12-12 13:00:01
1145212,819842,105,367,1,0,,2023-12-12 13:00:01
1169942,831422,114,452,1,0,,2023-12-12 13:00:01
1213671,865326,17,147,1,0,,2023-12-12 13:00:01
1188241,848951,337,95,1,0,,2023-12-12 13:00:01
1187211,848426,338,150,1,0,,2023-12-12 13:00:01
1224956,875276,11,84,1,0,,2023-12-12 13:00:01
1171227,836712,2,51,1,0,,2023-12-12 13:00:01
1221291,872901,291,216,0,0,,2023-12-12 13:00:01
1228866,875576,67,92,1,0,,2023-12-12 13:00:01
1154617,825047,11,84,1,0,,2023-12-12 13:00:01
1171002,836477,108,322,1,0,,2023-12-12 13:00:01
1176637,839922,286,198,1,0,,2023-12-12 13:00:01
1179072,842402,296,412,1,0,,2023-12-12 13:00:01
1175602,839677,129,135,1,0,,2023-12-12 13:00:01
1182042,845077,138,189,1,0,,2023-12-12 13:00:01
1193311,852786,17,147,0,0,,2023-12-12 13:00:01
1169107,833777,159,204,0,0,,2023-12-12 13:00:01
1165197,815387,296,412,1,0,,2023-12-12 13:00:01
1173812,825392,62,74,1,0,,2023-12-12 13:00:01
1168497,834967,129,135,1,0,,2023-12-12 13:00:01
1225906,875736,96,159,1,0,,2023-12-12 13:00:01
1107663,796798,29,21,1,0,,2023-12-12 13:00:01
1230711,879056,171,141,1,0,,2023-12-12 13:00:01
1231256,878956,286,198,1,0,,2023-12-12 13:00:01
1199216,856461,171,141,1,0,,2023-12-12 13:00:01
1159602,825112,138,51,1,0,,2023-12-12 13:00:01
1180427,843772,262,120,1,0,,2023-12-12 13:00:01
1211611,865731,286,0,1,0,,2023-12-12 13:00:01
1230486,878991,105,367,1,0,,2023-12-12 13:00:01
1233056,872881,58,392,1,0,,2023-12-12 13:00:01
1158412,828372,159,204,1,0,,2023-12-12 13:00:01
1231591,879541,232,352,1,0,,2023-12-12 13:00:01
1140012,816447,108,322,1,0,,2023-12-12 13:00:01
1150162,818817,58,392,1,0,,2023-12-12 13:00:01
1157127,815867,159,204,1,0,,2023-12-12 13:00:01
1210471,864186,296,412,1,0,,2023-12-12 13:00:01
1170857,836287,67,92,1,0,,2023-12-12 13:00:01
1142537,818062,96,159,1,0,,2023-12-12 13:00:01
1211151,865761,291,216,1,0,,2023-12-12 13:00:01
1213896,826677,61,317,1,0,,2023-12-12 13:00:01
1176572,836857,129,135,1,0,,2023-12-12 13:00:01
1156567,827577,61,317,1,0,,2023-12-12 13:00:01
1219441,870961,61,317,1,0,,2023-12-12 13:00:01
1236211,878821,114,120,1,0,,2023-12-12 13:00:01
1179522,842742,96,159,1,0,,2023-12-12 13:00:01
1163212,832032,61,317,1,0,,2023-12-12 13:00:01
1210526,864971,11,84,1,0,,2023-12-12 13:00:01
1156057,827527,58,392,1,0,,2023-12-12 13:00:01
1227876,872831,2,51,1,0,,2023-12-12 13:00:01
1204796,860916,291,216,1,0,,2023-12-12 13:00:01
1193951,853401,171,141,1,0,,2023-12-12 13:00:01
1137447,815157,337,95,1,0,,2023-12-12 13:00:01
1222986,870926,120,195,1,0,,2023-12-12 13:00:01
1195201,853776,337,95,1,0,,2023-12-12 13:00:01
1153002,825417,171,141,1,0,,2023-12-12 13:00:01
1230881,873521,262,452,1,0,,2023-12-12 13:00:01
1182082,845112,138,189,1,0,,2023-12-12 13:00:01
1184322,846842,262,452,0,0,,2023-12-12 13:00:01
1229711,871801,53,437,1,0,,2023-12-12 13:00:01
1168527,835012,129,135,1,0,,2023-12-12 13:00:01
1174682,839042,42,17,1,0,,2023-12-12 13:00:01
1200141,856976,286,198,1,0,,2023-12-12 13:00:01
1197791,855231,138,189,1,0,,2023-12-12 13:00:01
1163492,824842,67,92,1,0,,2023-12-12 13:00:01
1100473,792158,105,367,1,0,,2023-12-12 13:00:01
1230211,878761,53,437,1,0,,2023-12-12 13:00:01
1229496,878406,96,159,1,0,,2023-12-12 13:00:01
1156292,826997,67,92,1,0,,2023-12-12 13:00:01
1153457,825702,63,192,1,0,,2023-12-12 13:00:01
1138037,815517,60,327,1,0,,2023-12-12 13:00:01
1178497,842202,291,216,1,0,,2023-12-12 13:00:01
1204741,860871,171,141,1,0,,2023-12-12 13:00:01
1144002,817532,17,147,1,0,,2023-12-12 13:00:01
1208201,862911,61,51,1,0,,2023-12-12 13:00:01
1148762,821352,96,159,1,0,,2023-12-12 13:00:01
1206051,861456,61,51,0,0,,2023-12-12 13:00:01
1184057,846642,291,216,1,0,,2023-12-12 13:00:01
1145247,819907,42,17,1,0,,2023-12-12 13:00:01
1142257,817732,105,367,0,0,,2023-12-12 13:00:01
1186652,847917,159,204,1,0,,2023-12-12 13:00:01
1159092,829357,93,85,1,0,,2023-12-12 13:00:01
1214506,868086,338,189,1,0,,2023-12-12 13:00:01
1179702,841677,61,317,1,0,,2023-12-12 13:00:01
1148132,822017,171,141,1,0,,2023-12-12 13:00:01
1133832,811492,60,327,1,0,,2023-12-12 13:00:01
1172177,837362,51,65,1,0,,2023-12-12 13:00:01
1219666,862906,129,51,1,0,,2023-12-12 13:00:01
1158992,829252,96,159,1,0,,2023-12-12 13:00:01
1183172,845727,135,327,0,0,,2023-12-12 13:00:01
1131347,810877,217,54,1,0,,2023-12-12 13:00:01
1200631,857016,102,73,1,0,,2023-12-12 13:00:01
1231101,879316,135,327,0,0,,2023-12-12 13:00:01
1171917,837127,138,150,1,0,,2023-12-12 13:00:01
1203426,859616,135,327,0,0,,2023-12-12 13:00:01
1224311,874726,120,195,1,0,,2023-12-12 13:00:01
1156092,782621,63,192,1,0,,2023-12-12 13:00:01
1159012,829282,96,159,1,0,,2023-12-12 13:00:01
1148102,821937,171,141,1,0,,2023-12-12 13:00:01
1210961,865366,31,24,1,0,,2023-12-12 13:00:01
1182187,841532,337,95,1,0,,2023-12-12 13:00:01
1142772,799983,102,51,1,0,,2023-12-12 13:00:01
1214606,838317,102,73,1,0,,2023-12-12 13:00:01
1221956,873371,58,392,0,0,,2023-12-12 13:00:01
1215636,869126,262,452,0,0,,2023-12-12 13:00:01
1194391,852741,42,17,1,0,,2023-12-12 13:00:01
1156102,791938,63,192,1,0,,2023-12-12 13:00:01
1179837,842937,232,352,1,0,,2023-12-12 13:00:01
1173367,836247,135,327,1,0,,2023-12-12 13:00:01
1181052,844147,337,95,1,0,,2023-12-12 13:00:01
1155317,817967,11,84,1,0,,2023-12-12 13:00:01
1148272,822127,171,141,0,0,,2023-12-12 13:00:01
1174572,838952,129,135,1,0,,2023-12-12 13:00:01
1175647,835982,159,204,1,0,,2023-12-12 13:00:01
1143932,818487,286,198,1,0,,2023-12-12 13:00:01
1198081,855456,135,327,1,0,,2023-12-12 13:00:01
1202106,858721,296,412,1,0,,2023-12-12 13:00:01
1142407,817927,102,51,1,0,,2023-12-12 13:00:01
1199326,856576,93,85,1,0,,2023-12-12 13:00:01
1187052,848262,262,452,1,0,,2023-12-12 13:00:01
1151267,824032,42,17,1,0,,2023-12-12 13:00:01
1214926,868296,2,8,1,0,,2023-12-12 13:00:01
1154627,825057,11,84,1,0,,2023-12-12 13:00:01
1138872,816047,61,317,1,0,,2023-12-12 13:00:01
1201476,858161,135,327,0,0,,2023-12-12 13:00:01
1217206,870616,17,147,1,0,,2023-12-12 13:00:01
1208491,863266,138,189,0,0,,2023-12-12 13:00:01
1221566,873011,129,135,1,0,,2023-12-12 13:00:01
1237776,883271,232,352,1,0,,2023-12-12 13:00:01
1207371,862196,96,159,1,0,,2023-12-12 13:00:01
1175227,839377,102,73,1,0,,2023-12-12 13:00:01
1182847,845422,159,204,1,0,,2023-12-12 13:00:01
1198296,855616,96,159,1,0,,2023-12-12 13:00:01
1179302,842647,63,192,1,0,,2023-12-12 13:00:01
1211381,865301,96,159,1,0,,2023-12-12 13:00:01
1204791,860911,114,111,1,0,,2023-12-12 13:00:01
1234761,869631,17,147,1,0,,2023-12-12 13:00:01
1139002,804728,114,111,1,0,,2023-12-12 13:00:01
1187561,848896,171,141,1,0,,2023-12-12 13:00:01
1139572,815672,67,92,1,0,,2023-12-12 13:00:01
1208996,863786,53,437,1,0,,2023-12-12 13:00:01
1193306,852781,63,192,1,0,,2023-12-12 13:00:01
1169182,834142,61,51,1,0,,2023-12-12 13:00:01
1196166,854706,61,317,1,0,,2023-12-12 13:00:01
1234346,880801,120,195,0,0,,2023-12-12 13:00:01
1195331,853911,286,198,1,0,,2023-12-12 13:00:01
1218896,871206,338,189,1,0,,2023-12-12 13:00:01
1162892,831897,171,141,1,0,,2023-12-12 13:00:01
1146642,820647,114,111,1,0,,2023-12-12 13:00:01
1172647,827457,337,95,1,0,,2023-12-12 13:00:01
1177467,841057,159,204,1,0,,2023-12-12 13:00:01
1150762,823402,17,147,1,0,,2023-12-12 13:00:01
1146812,819397,159,204,1,0,,2023-12-12 13:00:01
1182962,823397,337,95,1,0,,2023-12-12 13:00:01
1194286,853656,114,111,1,0,,2023-12-12 13:00:01
1221731,872011,61,317,1,0,,2023-12-12 13:00:01
1130342,801778,51,65,1,0,,2023-12-12 13:00:01
1178122,841962,171,141,1,0,,2023-12-12 13:00:01
1192021,851511,96,159,1,0,,2023-12-12 13:00:01
1212156,866371,291,216,1,0,,2023-12-12 13:00:01
1184877,847132,42,17,1,0,,2023-12-12 13:00:01
1209911,800028,337,95,1,0,,2023-12-12 13:00:01
1204896,857731,40,457,0,0,,2023-12-12 13:00:01
1198036,855401,11,84,1,0,,2023-12-12 13:00:01
1197696,854556,337,95,1,0,,2023-12-12 13:00:01
1228781,878011,129,135,0,0,,2024-02-25 19:17:52
1137677,815272,96,159,1,0,,2023-12-12 13:00:01
1211706,865161,6,75,1,0,,2023-12-12 13:00:01
1221476,871946,17,147,1,0,,2023-12-12 13:00:01
1178882,841227,96,159,1,0,,2023-12-12 13:00:01
1205316,861151,54,0,0,0,,2023-12-12 13:00:01
1150737,823837,171,141,1,0,,2023-12-12 13:00:01
1158447,828432,96,159,1,0,,2023-12-12 13:00:01
1174222,838367,96,159,1,0,,2023-12-12 13:00:01
1165907,833572,338,189,0,0,,2023-12-12 13:00:01
1208271,862996,338,150,1,0,,2023-12-12 13:00:01
1167247,834007,296,412,1,0,,2023-12-12 13:00:01
1229291,878241,6,75,1,0,,2023-12-12 13:00:01
1136027,813982,286,198,1,0,,2023-12-12 13:00:01
1192516,850321,96,159,1,0,,2023-12-12 13:00:01
1149307,822877,171,141,1,0,,2023-12-12 13:00:01
1210736,865076,337,95,1,0,,2023-12-12 13:00:01
1169072,834277,337,95,1,0,,2023-12-12 13:00:01
1141052,814927,102,51,0,0,,2023-12-12 13:00:01
1175442,839587,171,141,1,0,,2023-12-12 13:00:01
1207576,862036,67,92,1,0,,2023-12-12 13:00:01
1227756,877406,232,352,1,0,,2023-12-12 13:00:01
1144272,792423,11,84,1,0,,2023-12-12 13:00:01
1211641,865861,61,51,1,0,,2023-12-12 13:00:01
1178847,842282,17,147,1,0,,2023-12-12 13:00:01
1177352,840807,51,65,1,0,,2023-12-12 13:00:01
1179487,841247,337,95,1,0,,2023-12-12 13:00:01
1226436,876136,338,51,0,0,,2023-12-12 13:00:01
1225861,876036,296,412,1,0,,2023-12-12 13:00:01
1146982,820732,338,189,1,0,,2023-12-12 13:00:01
1233981,880901,11,84,1,0,,2023-12-12 13:00:01
1209431,818547,296,412,1,0,,2023-12-12 13:00:01
1180072,843212,105,367,1,0,,2023-12-12 13:00:01
1218596,870946,17,147,0,0,,2023-12-12 13:00:01
1232061,879671,6,75,0,0,,2023-12-12 13:00:01
1169442,834867,40,457,1,0,,2023-12-12 13:00:01
1174837,838997,338,150,1,0,,2023-12-12 13:00:01
1182717,844487,337,95,1,0,,2023-12-12 13:00:01
1167447,834527,93,85,1,0,,2023-12-12 13:00:01
1142857,818322,60,327,1,0,,2023-12-12 13:00:01
1163122,812057,337,95,1,0,,2023-12-12 13:00:01
1131342,810887,217,54,1,0,,2023-12-12 13:00:01
1150482,821667,286,198,1,0,,2023-12-12 13:00:01
1195526,854021,138,189,1,0,,2023-12-12 13:00:01
1140772,816297,159,204,1,0,,2023-12-12 13:00:01
1181807,844417,262,120,1,0,,2023-12-12 13:00:01
1161757,831327,105,367,1,0,,2023-12-12 13:00:01
1153227,824557,67,92,1,0,,2023-12-12 13:00:01
1197296,853186,96,159,1,0,,2023-12-12 13:00:01
1159917,830267,11,84,1,0,,2023-12-12 13:00:01
1159562,824252,138,51,1,0,,2023-12-12 13:00:01
1207316,862066,17,147,1,0,,2023-12-12 13:00:01
1219301,871531,135,327,1,0,,2023-12-12 13:00:01
1197626,854411,129,135,1,0,,2023-12-12 13:00:01
1155647,827217,114,111,1,0,,2023-12-12 13:00:01
1122913,805663,51,65,1,0,,2023-12-12 13:00:01
1193016,851541,6,75,1,0,,2023-12-12 13:00:01
1216206,869611,337,95,1,0,,2023-12-12 13:00:01
1214066,866006,61,51,1,0,,2023-12-12 13:00:01
1207761,859091,67,92,1,0,,2023-12-12 13:00:01
1233586,868491,67,92,1,0,,2023-12-12 13:00:01
1173142,835767,159,0,1,0,,2023-12-12 13:00:01
1184277,846797,114,111,1,0,,2023-12-12 13:00:01
1232636,879771,60,327,1,0,,2023-12-12 13:00:01
1179117,842442,96,159,1,0,,2023-12-12 13:00:01
1178527,842232,17,147,0,0,,2023-12-12 13:00:01
1156937,827832,93,85,1,0,,2023-12-12 13:00:01
1204841,860981,114,111,1,0,,2023-12-12 13:00:01
1214696,807933,11,84,1,0,,2023-12-12 13:00:01
1215701,869201,29,21,1,0,,2023-12-12 13:00:01
1200866,857546,42,17,1,0,,2023-12-12 13:00:01
1233371,880101,11,84,1,0,,2023-12-12 13:00:01
1214071,867676,129,135,1,0,,2023-12-12 13:00:01
1159297,829577,138,259,0,0,,2023-12-12 13:00:01
1179877,842987,296,412,0,0,,2023-12-12 13:00:01
1173202,838017,105,367,1,0,,2023-12-12 13:00:01
1196151,854691,61,317,1,0,,2023-12-12 13:00:01
1204881,858666,105,367,1,0,,2023-12-12 13:00:01
1199851,856826,67,92,1,0,,2023-12-12 13:00:01
