ID,Description,code,Unit,Deleted,enabled,kgperunit
324,Slab Stage - Up to 300 sqm,Rawson/Evolution-upto300-1,Number,0,0,1
325,Final Clean - (300 sqm - 400 sqm),BORA2-300-400,Number,0,1,1
326,2nd Clean - Double Storey,BUR-DOUB-2-OLD,Number,0,1,1
327,2nd Clean - Double Storey,Edge-old-double-2,Number,0,1,1
328,2nd Clean - Double Storey,Wisdom-Old-Double-2,Number,0,1,1
329,2nd Clean - Single Storey,Edge-old-Single-2,Number,0,1,1
330,2nd Clean - Single Storey,Wisdom-Old-Single-2,Number,0,1,1
331,2nd Site Clean SC - 300-400 SQM,MARKSC-300-400-2,Number,0,1,1
332,2nd Site Clean - 300-400 SQM,ONE-300-400-2,Number,0,1,1
333,2nd Site Clean - 300-400 SQM,MARK-300-400-2,Number,0,1,1
334,2nd Site Clean - 400-500 SQM,MARK-400-500-2,Number,0,1,1
335,2nd Site Clean - 500-600 SQM,MARK-500-600-2,Number,0,1,1
336,2nd Site Clean - Double Storey,ALL-DBL-2,Number,0,1,1
337,2nd Clean - Double Storey,MAST-DBL-2,Number,0,1,1
338,2nd Site Clean - Double Storey inc Travel Fee,ALL-DBL-2-SC,Number,0,1,1
339,2nd Site Clean - Single Storey,MAST-SING-2,Number,0,1,1
340,2nd Site Clean - Single Storey - SC,MAST-SING-2-SC,Number,0,1,1
341,2nd Site Clean SC - 400-500 SQM,MARKSC-400-500-2,Number,0,1,1
342,2nd Site Clean SC - 500-600 SQM,MARKSC-500-600-2,Number,0,1,1
343,3rd Clean - Double Storey,Wisdom-Old-Double-3,Number,0,1,1
344,3rd Clean - Single Storey,Wisdom-Old-Single-3,Number,0,1,1
345,Final Clean - Double Storey,MAST-DBL-3,Number,0,1,1
346,4th Clean - Double Storey,Wisdom-Old-Double-4,Number,0,1,1
347,4th Clean - Single Storey,Wisdom-Old-Single-4,Number,0,1,1
348,5th Clean - Double Storey,Wisdom-Old-Double-5,Number,0,1,1
349,Bag Change Over -,Stiletto Bag Change Over,Number,0,1,1
350,Bag Change Over - Charge,Bag Change Over - Charge,Number,0,1,1
351,Bag Change Over - No Charge,Bag Change Over - No Charge,Number,0,1,400
352,Bag Only Drop off/Pick up,Boral - Bag Drop off/Pick up,Number,0,1,1
353,Bag Pick up NO Replacement - charge,Bag Pickup NO Replace - charge,Number,0,1,1
354,Bag Pick up NO Replacement - No Charge,Bag Pickup NO Replacement,Number,0,1,1
355,Bag Pick Up No Replacement,Stiletto Bag Pickup No Replace,Number,0,1,1
356,Bag Set Up,Bag Set Up,Number,0,1,1
357,1st Clean - 280-450m2 - SC,NLSC-280TO450-1,Number,0,1,1
358,Final Clean - 280m2-450m2 - SC,NLSC-280to450-2,Number,0,1,1
359,1st Clean - Under 280m2,NLSC-UND280-1,Number,0,1,1
360,Final Clean - Under 280m2 - SC,NLSC-UND280-2,Number,0,1,1
361,Bobcat and Truck Hire - per Hour,Bobcat and Truck Hire,Number,0,1,1
362,Bobcat or Excavator Hire - per hour,Bobcat/Excavator Hire,Number,0,1,1
363,Brick and Concrete,Brick and Concrete,Tonne,0,1,1000
364,Brick/Cladding Stage - 300 sqm to 400 sqm,2nd Stage SC - 300m2-400m2,Number,0,0,1
365,Brick/Cladding - Area A - Double Storey,MOJO-A-D-2,Number,0,1,1
366,Brick/Cladding - Double Storey Over 400 sqm,Clarendon-Double-Over400-2,Number,0,1,1
367,Brick/Cladding Stage - Single Storey,Metricon-Single-2,Number,0,1,1
368,Brick/cladding stage - 300sqm to 400sqm,oldEden/Con-300-400-2,Number,0,1,1
369,Brick/Cladding Stage,Allam - 2nd Stage,Number,0,1,1
370,Brick/Cladding Stage - Unit/Townhouses,Clarendon-Unit-2,Number,0,1,1
371,Brick/Cladding Stage -  600 sqm to 700 sqm,2nd Stage - 600m2-700m2,Number,0,1,1
372,Brick/Cladding Stage -  Double Storey Up to 400sqm,Clarendon-Double-Und400-2-SC,Number,0,1,1
373,Brick/Cladding Stage - 250 sqm to 300 sqm,Masterton-New-250-300-2,Number,0,1,1
374,Brick/Cladding Stage - 250 sqm to 300 sqm,NewEdge/Living-250-300-1,Number,0,1,1
375,Brick/Cladding Stage - 300 sqm to 400 sqm,2nd Stage -300m2-400m2,Number,0,0,1
376,Brick/Cladding Stage - 300 sqm to 400 sqm,NewEdge/Living-300-400-1,Number,0,0,1
377,Brick/Cladding Stage - 300 to 400 sqm,Rawson/Evolution-300-400-2,Number,0,1,1
378,Brick/Cladding Stage - 400 to 500 sqm,Rawson/Evolution-400-500-2,Number,0,1,1
379,Brick/Cladding Stage - 400 sqm to 500 sqm,2nd Stage - 400m2-500m2,Number,0,1,1
380,Brick/Cladding Stage - 400 sqm to 500 sqm,2nd Stage SC - 400m2-500m2,Number,0,1,1
381,Brick/Cladding Stage - 400 sqm to 500 sqm,oldEden/Con-400-500-2,Number,0,1,1
382,Brick/Cladding Stage - 400 sqm to 500 sqm,NewEdge/Living-400-500-1,Number,0,1,1
383,Brick/Cladding Stage - 500 sqm to 600 sqm,2nd Stage - 500m2-600m2,Number,0,1,1
384,Brick/Cladding Stage - 500 sqm to 600 sqm,2nd Stage SC - 500m2-600m2,Number,0,1,1
385,Brick/Cladding Stage - 500 sqm to 600 sqm,NewEdge/Living-500-600-1,Number,0,1,1
386,Brick/Cladding Stage - 500 to 600 sqm,Rawson/Evolution-500-600-2,Number,0,1,1
387,Brick/Cladding Stage - 500sqm - 600sqm,oldEden/Con-500-600-2,Number,0,1,1
388,Brick/Cladding Stage - 600 sqm to 700 sqm,2nd Stage SC - 600m2-700m2,Number,0,1,1
389,Brick/Cladding Stage - 600 sqm to 700 sqm,oldEden/Con-600-700-2,Number,0,1,1
390,Brick/Cladding Stage - 600 sqm to 700 sqm,NewEdge/Living-600-700-1,Number,0,1,1
391,Brick/Cladding Stage - 600 to 700 sqm,Rawson/Evolution-600-700-2,Number,0,1,1
392,Brick/Cladding Stage - Area A - Single Storey,MOJO-A-S-2,Number,0,1,1
393,Brick/Cladding Stage - Area B - Double Storey,MDJH-B-D-2-Old,Number,0,1,1
394,Brick/Cladding Stage - Area A - Double Storey,MDJH-A-D-2,Number,0,1,1
395,Brick/Cladding Stage - Area A - Double Storey,MDJH-A-D-2-Old,Number,0,1,1
396,Brick/Cladding Stage - Area B - Double Storey,MDJH-B-D-2,Number,0,1,1
397,Brick/Cladding Stage - Area B - Double Storey - SC,MDJH-B-D-SC-2,Number,0,1,1
398,Brick/Cladding Stage - Area B - Double Storey - SC,MDJH-B-D-SC-2-OLD,Number,0,1,1
399,Brick/Cladding Stage - Area C/E - Double Storey,MDJH-C/E-D-SC-2,Number,0,1,1
400,Brick/Cladding Stage - Area C/E - Double Storey,MDJH-C/E-D-SC-2-Old,Number,0,1,1
401,Brick/Cladding Stage - Double Storey,Metricon-Double-2,Number,0,1,1
402,Brick/Cladding Stage - Double Storey-Up to400m2,Burbank-Double-Up to 400 sqm-2,Number,0,1,1
403,Brick/Cladding Stage - Double Storey Up to 300 sqm,Burbank-Double-Und300-2,Number,0,1,1
404,Brick/Cladding Stage - Double Storey Up to 400 sqm,Clarendon-Double-Und400-2,Number,0,1,1
405,Brick/Cladding Stage - Double Storey Up to 400 sqm,One3-Double-upto400-2,Number,0,1,1
406,Brick/Cladding Stage - Single Storey,MDJH-A-S-2,Number,0,1,1
407,Brick/Cladding Stage - Area B - Single Storey,MDJH-B-S-2,Number,0,1,1
408,Brick/Cladding Stage - Area B - Single Storey,MDJH-B-S-2-Old,Number,0,1,1
409,Brick/Cladding Stage- Area B - Single Storey - SC,MDJH-B-S-SC-2-Old,Number,0,1,1
410,Brick/Cladding Stage - Area C/E - Single Storey,MDJH-C/E-S-SC-2,Number,0,1,1
411,Brick/Cladding Stage - Area C/E - Single Storey,MDJH-C/E-S-SC-2-Old,Number,0,1,1
412,Brick/Cladding Stage - Area B - Single Storey- SC,MDJH-B-S-SC-2,Number,0,1,1
413,Brick/Cladding Stage - Single Storey - Up to 250,Burbank-Single-Und250-2,Number,0,1,1
414,Brick/Cladding Stage - Single Storey -Up to 400sqm,Burbank-Single-Up to 400 sqm-2,Number,0,1,1
415,Brick/Cladding Stage - Single Storey Over 300 sqm,Clarendon-Single-Over300-2,Number,0,1,1
416,Brick/Cladding Stage - Single Storey Over 300 sqm,One3-Single-over300-2,Number,0,1,1
417,Brick/Cladding Stage - Single Storey up to 300 sqm,One3-Single-upto300-2,Number,0,1,1
418,Brick/Cladding Stage - Single Storey Up to 300 sqm,Clarendon-Single-Und300-2,Number,0,1,1
419,Brick/Cladding Stage - Units/Townhouses,One3-Unit/Town-1,Number,0,1,1
420,Brick/Cladding Stage - Up to 250 sqm,Masterton-New-upto250-2,Number,0,1,1
421,Brick/Cladding Stage - Up to 250 sqm,NewEdge/Living-Upto250-1,Number,0,1,1
422,Brick/Cladding Stage - Up to 300 sqm,2nd Stage - Up to 300 m2,Number,0,1,1
423,Brick/Cladding Stage - Up to 300 sqm,2nd Stage SC - Up to 300 sqm,Number,0,1,1
424,Brick/Cladding Stage - Up to 300 sqm,oldEden/Con-Und300-2,Number,0,1,1
425,Brick/Cladding Stage - Up to 300 sqm,Rawson/Evolution-upto300-2,Number,0,1,1
426,Gyprock Bag Pick up Local,BORAL- Bag Pick up,Number,0,1,1
427,Gyprock Bag Pick up - Travel,BORAL- Bag Pick up - Travel,Number,0,1,1
428,Final Clean - Double Storey,Edge-old-Double-F,Number,0,1,1
429,Extra - Brick/Concrete Tip Fees,Brick and Concrete Tip Fees,Tonne,0,1,1000
430,General Waste Cartage per tonne,GeneralWasteCartagepertonneNEW,Tonne,0,1,1000
431,Final Clean - (400 sqm - 500 sqm),BORA-2-400-500,Number,0,1,1
432,Final Clean - (500 sqm - 600 sqm),BORA-2-500-600,Number,0,1,1
433,Final Clean - (Up to 300 sqm),BORA-2-300,Number,0,1,1
434,Final Site Clean - 400-500 SQM,MARK-400-500-F,Number,0,1,1
435,Final Clean - 500-600 SQM,MARK-500-600-F,Number,0,1,1
436,Final Clean - Double Storey,BUR-DOUB-F-OLD,Number,0,1,1
437,Final Clean - Double Storey,GJWG-old-Double-F,Number,0,1,1
438,Final Clean - Double Storey,Wisdom-Old-Double-F,Number,0,1,1
439,Final Clean - Double Storey (up to 400sqm),Barrington-Double-2,Number,0,1,1
440,Final Clean - Single Storey - Over 300 sqm,ELM-OLD-S-OVER300-2,Number,0,1,1
441,Final Clean - Single Storey,Edge-old-Single-F,Number,0,1,1
442,Final Clean - Single Storey,GJWG-old-Single-F,Number,0,1,1
443,Final Clean - Single Storey,Wisdom-Old-Single-F,Number,0,1,1
444,Final Clean - Single Storey (300- 400 Sqm),Barrington-Single-300-400-2,Number,0,1,1
445,Final Clean - Single Storey (up to 300sqm),Barrington-Single-upto300-2,Number,0,1,1
446,Final Clean - Und 280 sqm,NEWEDGE-UND280-F,Number,0,1,1
447,Final Clean - Single Storey - Up to 300 sqm,ELM-OLD-S-UND300-2,Number,0,1,1
448,Final Clean SC - 400-500 SQM,MARKSC-400-500-F,Number,0,1,1
449,Final Clean SC - 500-600 SQM,MARKSC-500-600-F,Number,0,1,1
450,Final Clean SC - Under 300 SQM,MARKSC-UND300-F,Number,0,1,1
451,Final Site Clean,Sek-SC-2,Number,0,1,1
452,Final Site Clean - 300-400 SQM,MARK-300-400-F,Number,0,1,1
453,Final Site Clean SC - 300-400 SQM,MARKSC-300-400-F,Number,0,1,1
454,Final Site Clean - 300-400 SQM,ONE-300-400-F,Number,0,1,1
455,Final Site Clean - Double Storey,ALL-DBL-3,Number,0,1,1
456,Final Site Clean - Double Storey inc Travel Fee,ALL-DBL-3-SC,Number,0,1,1
457,Final Clean - Single Storey,ALL-SING-2,Number,0,1,1
458,Final Site Clean - Single Storey,MAST-SING-3,Number,0,1,1
459,Final Site Clean - Single Storey - SC,MAST-SING-3-SC,Number,0,1,1
460,Final Site Clean - Single Storey inc Travel Fee,ALL-SING-2-SC,Number,0,1,1
461,Final Site Clean - Under 300 SQM,MARK-UND300-F,Number,0,1,1
462,Final Site Clean - up to 350 sqm,Sek-2,Number,0,1,1
463,Final stage - 300sqm to 400sqm,oldEden/Con-300-400-4,Number,0,1,1
464,Final Stage,Allam - Final Stage,Number,0,1,1
465,Final Stage,Allam-Sydney-Final-2nd,Number,0,1,1
466,Final stage - 500sqm to 600sqm,oldEden/Con-500-600-4,Number,0,1,1
467,Final Stage - Area A - Double Storey,MDJH-A-D-4,Number,0,1,1
468,Final Stage - Area A - Double Storey,MDJH-A-D-4-Old,Number,0,1,1
469,FInal Stage - Area B - Double Storey - SC,MDJH-B-D-SC-4,Number,0,1,1
470,Final Stage - Area B - Single Storey,MDJH-B-S-4,Number,0,1,1
471,Final Stage - Area B - Single Storey - SC,MDJH-B-S-SC-4-Old,Number,0,1,1
472,Final Stage - 250 sqm to 300 sqm,Masterton-New-250-300-4,Number,0,1,1
473,Final Stage - 250 sqm to 300 sqm,NewEdge/Living-250-300-2,Number,0,1,1
474,Final Stage - 300 sqm to 400 sqm,Final Stage - 300m2-400m2,Number,0,1,1
475,Final Stage - 300 sqm to 400 sqm,Final Stage SC - 300m2-400m2,Number,0,1,1
476,Final Stage - 300 sqm to 400 sqm,NewEdge/Living-300-400-2,Number,0,1,1
477,Final Stage - 300 to 400 sqm,Rawson/Evolution-300-400-4,Number,0,1,1
478,Final Stage - 400 sqm to 500 sqm,oldEden/Con-400-500-4,Number,0,1,1
479,Final Stage - 400 sqm to 500 sqm,Final Stage - 400m2-500m2,Number,0,1,1
480,Final Stage - 400 sqm to 500 sqm,Final Stage SC - 400m2-500m2,Number,0,1,1
481,Final Stage - 400 sqm to 500 sqm,NewEdge/Living-400-500-2,Number,0,1,1
482,Final Stage - 400 to 500 sqm,Rawson/Evolution-400-500-4,Number,0,1,1
483,Final Stage - 500 sqm to 400 sqm,NewEdge/Living-500-600-2,Number,0,1,1
484,Final Stage - 500 sqm to 600 sqm,Final Stage - 500m2-600m2,Number,0,1,1
485,Final Stage - 500 sqm to 600 sqm,Final Stage SC - 500m2-600m2,Number,0,1,1
486,Final Stage - 500 to 600 sqm,Rawson/Evolution-500-600-4,Number,0,1,1
487,Final Stage - 600 sqm to 700 sqm,oldEden/Con-600-700-4,Number,0,1,1
488,Final Stage - 600 sqm to 700 sqm,Final Stage - 600m2-700m2,Number,0,1,1
489,Final Stage - 600 sqm to 700 sqm,Final Stage SC - 600m2-700m2,Number,0,1,1
490,Final Stage - 600 sqm to 700 sqm,NewEdge/Living-600-700-2,Number,0,1,1
491,Final Stage - 600 to 700 sqm,Rawson/Evolution-600-700-4,Number,0,1,1
492,Final Stage - Area A - Double Storey,MOJO-A-D-4,Number,0,1,1
493,Final Stage - Area A - Single Storey,MOJO-A-S-4,Number,0,1,1
494,Final Stage - Area B - Single Storey - SC,MDJH-B-S-SC-4,Number,0,1,1
495,Final Stage - Area B - Double Storey,MDJH-B-D-4,Number,0,1,1
496,Final Stage - Area B - Double Storey,MDJH-B-D-4-Old,Number,0,1,1
497,Final Stage - Area B - Double Storey - SC,MDJH-B-D-SC-4-Old,Number,0,1,1
498,Final Stage - Area C/E - Double Storey - SC,MDJH-C/E-D-SC-4,Number,0,1,1
499,Final Stage - Area C/E - Double Storey - SC,MDJH-C/E-D-SC-4-Old,Number,0,1,1
500,Final Stage - Double Storey,Metricon-Double-4,Number,0,1,1
501,Final Stage - Double Storey - Under 400 sqm,Clarendon-Double-Und400-4,Number,0,1,1
502,Final Stage - Double Storey 300 sqm to 400 sqm,Burbank-Double-Up to 400-4,Number,0,1,1
503,Final Stage - Double Storey Over 400 sqm,Clarendon-Double-Over400-4,Number,0,1,1
504,Final Stage - Double Storey Up to 300 sqm,Burbank-Double-Und300-4,Number,0,1,1
505,Final Stage - Double Storey up to 400 sqm,One3-Double-upto400-4,Number,0,1,1
506,Final Stage - Double Storey Up to 400 sqm - SC,Clarendon-Double-Und400-4-SC,Number,0,1,1
507,Final Stage - Single Storey,MDJH-A-S-4,Number,0,1,1
508,Final Stage - Area A - Single Storey,MDJH-A-S-4-Old,Number,0,1,1
509,Final Stage - Area B - Single Storey,MDJH-B-S-4-Old,Number,0,1,1
510,Final Stage - Area C/E - Single Storey - SC,MDJH-C/E-S-SC-4,Number,0,1,1
511,Final Stage - Area C/E - Single Storey,MDJH-C/E-S-SC-4-Old,Number,0,1,1
512,Final Stage - Single Storey,Metricon-Single-4,Number,0,1,1
513,Final Stage - Single Storey - Up to 250 sqm,Burbank-Single-Und250-4,Number,0,1,1
514,Final Stage - Single Storey -Up to 400 sqm,Burbank-Single-Up to 400sqm-4,Number,0,1,1
515,Final Stage - Single Storey Over 300 sqm,Clarendon-Single-Over300-4,Number,0,1,1
516,Final Stage - Single Storey Over 300 sqm,One3-Single-over300-4,Number,0,1,1
517,Final Stage - Single Storey Up to 300 sqm,Clarendon-Single-und300-4,Number,0,1,1
518,Final Stage - Single Storey Up to 300 sqm,One3-Single-upto300-4,Number,0,1,1
519,Final Stage - Unit/Townhouse,Village-Unit-2,Number,0,1,1
520,Final Stage - Units/Townhouses,Clarendon-Unit-4,Number,0,1,1
521,Final Stage - Units/Townhouses,One3-Unit/Town-2,Number,0,1,1
522,Final Stage - Up to 250 sqm,Masterton-New-upto250-4,Number,0,1,1
523,Final Stage - Up to 250 sqm,NewEdge/Living-Upto250-2,Number,0,1,1
524,Final Stage - Up to 300 sqm,oldEden/Con-Und300-4,Number,0,1,1
525,Final Stage - Up to 300 sqm,Final Stage - Up to 300 m2,Number,0,1,1
526,Final Stage - Up to 300 sqm,Final Stage SC  - Up to 300m2,Number,0,1,1
527,Final Stage - Up to 300 sqm,Rawson/Evolution-upto300-4,Number,0,1,1
528,Gyprock Bag Pick up,Gyprock Bag - Charge,Number,0,1,1
529,Gyprock Bag Pick up  -,Gyprock Bag SC - Charge,Number,0,1,1
530,Gyprock stage - 300sqm to 400sqm,oldEden/Con-300-400-3,Number,0,0,1
531,Gyprock Stage,Allam - 3rd Stage,Number,0,0,1
532,Gyprock Stage,Allam-Sydney -Gyprock-1st,Number,0,0,1
533,Gyprock Stage - Area A - Double Storey,MDJH-A-D-3,Number,0,1,1
534,Gyprock Stage - Area A - Double Storey,MDJH-A-D-3-Old,Number,0,1,1
535,Gyprock Stage - Area A - Single Storey,MDJH-A-S-3-Old,Number,0,1,1
536,Gyprock Stage - 250 sqm to 300 sqm,Masterton-New-250-300-3,Number,0,1,1
537,Gyprock Stage - 300 sqm to 400 sqm,3rd Stage - 300m2-400m2,Number,0,1,1
538,Gyprock Stage - 300 sqm to 400 sqm,3rd Stage SC - 300m2-400m2,Number,0,1,1
539,Gyprock Stage - 300 to 400 sqm,Rawson/Evolution-300-400-3,Number,0,1,1
540,Gyprock Stage - 400 sqm to 500 sqm,3rd Stage - 400m2-500m2,Number,0,1,1
541,Gyprock Stage - 400 sqm to 500 sqm,3rd Stage SC - 400m2-500m2,Number,0,1,1
542,Gyprock Stage - 400 sqm to 500 sqm,oldEden/Con-400-500-3,Number,0,1,1
543,Gyprock Stage - 400 to 500 sqm,Rawson/Evolution-400-500-3,Number,0,1,1
544,Gyprock Stage - 500 sqm to 600 sqm,3rd Stage - 500m2-600m2,Number,0,1,1
545,Gyprock Stage - 500 sqm to 600 sqm,3rd Stage SC - 500m2-600m2,Number,0,1,1
546,Gyprock Stage - 500 to 600 sqm,Rawson/Evolution-500-600-3,Number,0,1,1
547,Gyprock stage - 500sqm to 600sqm,oldEden/Con-500-600-3,Number,0,1,1
548,Gyprock Stage - 600 sqm to 700 sqm,3rd Stage - 600m2-700m2,Number,0,1,1
549,Gyprock Stage - 600 sqm to 700 sqm,3rd Stage SC - 600m2-700m2,Number,0,1,1
550,Gyprock Stage - 600 sqm to 700 sqm,oldEden/Con-600-700-3,Number,0,1,1
551,Gyprock Stage - 600 to 700 sqm,Rawson/Evolution-600-700-3,Number,0,1,1
552,Gyprock Stage - Area A - Double Storey,MOJO-A-D-3,Number,0,1,1
553,Gyprock Stage - Area A - Single Storey,MOJO-A-S-3,Number,0,1,1
554,Gyprock Stage - Area C/E -Double Storey - SC,MDJH-C/E-D-SC-3,Number,0,1,1
555,Gyprock Stage - Area B - Double Storey,MDJH-B-D-3,Number,0,1,1
556,Gyprock Stage - Area B - Double Storey,MDJH-B-D-3-Old,Number,0,1,1
557,Gyprock Stage - Area B - Double Storey - SC,MDJH-B-D-SC-3,Number,0,1,1
558,Gyprock Stage - Area B - Double Storey - SC,MDJH-B-D-SC-3-Old,Number,0,1,1
559,Gyprock Stage - Area C/E - Double Storey - SC,MDJH-C/E-D-SC-3-Old,Number,0,1,1
560,Gyprock Stage - Double Storey,Metricon-Double-3,Number,0,1,1
561,Gyprock Stage - Double Storey  Over 400 sqm,Clarendon-Double-Over400-3,Number,0,1,1
562,Gyprock Stage - Double Storey - Up to 400 sqm,Burbank-Double-Up to 400 sqm-3,Number,0,1,1
563,Gyprock Stage - Double Storey Up to 300 sqm,Burbank-Double-Und300-3,Number,0,1,1
564,Gyprock Stage - Double Storey Up to 400 sqm,Clarendon-Double-Und400-3,Number,0,1,1
565,Gyprock Stage - Double Storey Up to 400 sqm - SC,Clarendon-Double-Und400-3-SC,Number,0,1,1
566,Gyprock Stage - Double Storey Up to 400 sqm,One3-Double-upto400-3,Number,0,1,1
567,Gyprock Stage - Single Storey,MDJH-A-S-3,Number,0,1,1
568,Gyprock Stage - Area B - Single Storey,MDJH-B-S-3,Number,0,1,1
569,Gyprock Stage - Area B - Single Storey - SC,MDJH-B-S-SC-3,Number,0,1,1
570,Gyprock Stage - Area B - Single Storey - SC,MDJH-B-S-SC-3-Old,Number,0,1,1
571,Gyprock Stage - Area C/E - Single Storey,MDJH-C/E-S-SC-3,Number,0,1,1
572,Gyprock Stage - Area C/E - Single Storey,MDJH-C/E-S-SC-3-Old,Number,0,1,1
573,Gyprock Stage - SIngle Storey,Metricon-Single-3,Number,0,1,1
574,Gyprock Stage - Single Storey - Up to 400 sqm,Burbank-Single-Up to 400 sqm-3,Number,0,1,1
575,Gyprock Stage - Single Storey - Up to 250 sqm,Burbank-Single-Und250-3,Number,0,1,1
576,Gyprock Stage - Single Storey Over 300 sqm,Clarendon-Single-Over300-3,Number,0,1,1
577,Gyprock Stage - Single Storey Over 300 sqm,One3-Single-over300-3,Number,0,1,1
578,Gyprock Stage - Single Storey Up to 300 sqm,Clarendon-Single-Und300-3,Number,0,1,1
579,Gyprock Stage - Single Storey Up to 300 sqm,One3-Single-upto300-3,Number,0,1,1
580,Gyprock Stage - Unit/Townhouse,Village-Unit-1,Number,0,1,1
581,Gyprock Stage - Up to 250 sqm,Masterton-New-upto250-3,Number,0,1,1
582,Gyprock Stage - up to 300 sqm,Rawson/Evolution-upto300-3,Number,0,1,1
583,Gyprock Stage - Up to 300 sqm,3rd Stage - Up to 300 m2,Number,0,1,1
584,Gyprock Stage - Up to 300 sqm,3rd Stage SC - Up to 300m2,Number,0,1,1
585,Gyprock Stage - Up to 300 sqm,oldEden/Con-Und300-3,Number,0,1,1
586,Gyprock Stage - Area B - Single Storey,MDJH-B-S-3-Old,Number,0,1,1
587,Gyprock Bag Pick up - No Charge,Gyprock Bag - No Charge,Number,0,1,1
588,1st Clean - 280m2 to 450m2,NL-280TO450-1,Number,0,1,1
589,Final Clean - 280m2 to 450m2,NL-280TO450-2,Number,0,1,1
590,1st Clean - Under 280m2,NL-UND280-1,Number,0,1,1
591,Final Clean - Under 280m2,NL-UND280-2,Number,0,1,1
592,Huntley Mixed Waste for,MIX-WSTE-HUNTLEY,Number,0,1,1
593,Labour Hire - 1 Labourer Per Hour,Labour Hire x 1,Number,0,1,1
594,Pallet Removal - Per Pallet,Pallet Removal - Illawarra,Number,0,1,1
595,Shredded HDPE - High Quailty,HDPE-HQ,Number,0,1,1
596,Shredded HDPE - Poor Quailty,HDPE-PQ,Number,0,1,1
597,1st Clean - Single Storey (300- 400 Sqm),Barrington-Single-300-400-1,Number,0,1,1
598,Slab Stage - Single Storey Over 300 sqm,Clarendon-Single-Over300-1,Number,0,1,1
599,Slab stage - 500sqm to 600sqm,oldEden/Con-500-600-1,Number,0,1,1
600,Slab Stage,Allam - 1st Stage,Number,0,0,1
601,Slab Stage - Unit/Townhouses,Clarendon-Unit-1,Number,0,1,1
602,Gyprock Stage - Unit/Townhouses,Clarendon-Unit-3,Number,0,1,1
603,Slab Stage - Area A,MDJH-A-1-Old,Number,0,1,1
604,Slab Stage - Area B,MDJH-B-1,Number,0,1,1
605,Slab Stage - Area B - SC,MDJH-B-SC-1,Number,0,1,1
606,Slab Stage - Area B - SC,MDJH-B-SC-1-Old,Number,0,1,1
607,Slab Stage - Area C/E,MDJH-C/E-SC-1,Number,0,1,1
608,Slab Stage - Area C/E,MDJH-C/E-SC-1-Old,Number,0,1,1
609,Slab Stage - Area A,MDJH-A-1,Number,0,1,1
610,Slab Stage - 250 sqm to 300 sqm,Masterton-New-250-300-1,Number,0,1,1
611,Slab Stage - 300 sqm to 400 sqm,1st Stage - 300m2-400m2,Number,0,1,1
612,Slab Stage - 300 sqm to 400 sqm,1st Stage SC - 300m2-400m2,Number,0,1,1
613,Slab Stage - 300 to 400 sqm,Rawson/Evolution-300-400-1,Number,0,1,1
614,Slab stage - 300sqm - 400sqm,oldEden/Con-300-400-1,Number,0,1,1
615,Slab Stage - 400 sqm to 500 m2,oldEden/Con-400m2-500m2-1,Number,0,1,1
616,Slab Stage - 400 sqm to 500 sqm,1st Stage - 400m2-500m2,Number,0,1,1
617,Slab Stage - 400 sqm to 500 sqm,1st Stage SC - 400m2-500m2,Number,0,1,1
618,Slab Stage - 400 to 500 sqm,Rawson/Evolution-400-500-1,Number,0,1,1
619,Slab Stage - 500 sqm to 600 sqm,1st Stage - 500m2-600m2,Number,0,1,1
620,Slab Stage - 500 sqm to 600 sqm,1st Stage SC - 500m2-600m2,Number,0,1,1
621,Slab Stage - 500 to 600 sqm,Rawson/Evolution-500-600-1,Number,0,1,1
622,Slab Stage - 600 sqm to 700 sqm,1st Stage - 600m2-700m2,Number,0,1,1
623,Slab Stage - 600 sqm to 700 sqm,1st Stage SC - 600m2-700m2,Number,0,1,1
624,Slab Stage - 600 sqm to 700 sqm,oldEden/Con-600-700-1,Number,0,1,1
625,Slab Stage - 600 to 700 sqm,Rawson/Evolution-600-700-1,Number,0,1,1
626,Slab Stage - Area A,MOJO-A-1,Number,0,1,1
627,Slab Stage - Double Storey,Metricon-Double-1,Number,0,1,1
628,Slab Stage - Double Storey - Over 400 sqm,Clarendon-Double-Over400-1,Number,0,1,1
629,Slab Stage - Double Storey - Up to 300 sqm,Burbank-Double-Und300-1,Number,0,1,1
630,Slab Stage - Double Storey Up to 400 sqm,Burbank-Double-Up to 400sqm-1,Number,0,1,1
631,Slab Stage - Double Storey Up to  400 sqm - SC,Clarendon-Double-Und400-1-SC,Number,0,1,1
632,Slab Stage - Double Storey Up to 400 sqm,Clarendon-Double-Und400-1,Number,0,1,1
633,Slab Stage - Double Storey Up to 400 sqm,One3-Double-upto400-1,Number,0,1,1
634,Brick/Cladding Stage - Area A - Single Storey,MDJH-A-S-2-Old,Number,0,1,1
635,Slab Stage - Area B,MDJH-B-1-Old,Number,0,1,1
636,Slab Stage - Single Storey,Metricon-Single-1,Number,0,1,1
637,Slab Stage - Single Storey - Up to 250 sqm,Burbank-Single-Und250-1,Number,0,1,1
638,Slab Stage - Single Storey - Up to 400 sqm,Burbank-Single-Up to 400 sqm-1,Number,0,1,1
639,Slab Stage - Single Storey Over 300 sqm,One3-Single-over300-1,Number,0,1,1
640,Slab Stage - Single Storey Up to 300 sqm,Clarendon-Single-Und300-1,Number,0,1,1
641,Slab Stage - Single Storey Up to 300 sqm,One3-Single-upto300-1,Number,0,1,1
